DATE,TOURS_wind_speed,TOURS_humidity,TOURS_pressure,TOURS_global_radiation,TOURS_precipitation,TOURS_temp_min,TOURS_temp_max,TOURS_temp_mean
20030128,6.2,0.82,1.0252,0.7,0.04,5.1,8.9,7.0
20030129,5.9,0.82,1.0133,0.45,0.04,3.1,6.8,5.0
20030130,5.4,0.88,1.008,0.25,0.94,-0.6,3.5,1.4
20030131,4.1,0.82,1.0212,0.62,0.0,-1.3,3.5,1.1
20030201,3.2,0.92,1.0212,0.18,0.36,-2.2,2.2,0.0
20030202,4.5,0.93,1.0147,0.39,0.42,0.2,9.6,4.9
20030203,5.5,0.94,1.0017,0.19,1.46,5.2,8.6,6.9
20030204,5.0,0.85,1.0047,0.75,0.24,0.8,6.2,3.5
20030205,3.6,0.86,1.0151,0.79,0.08,-0.4,5.7,2.6
20030206,2.0,0.84,1.023,0.97,0.02,-4.0,5.8,0.9
20030207,1.5,0.84,1.0247,0.33,0.04,1.3,5.5,3.4
20030208,1.6,0.93,1.0242,0.65,0.0,3.0,10.0,6.5
20030209,4.2,0.92,1.0185,0.47,0.38,0.2,9.2,4.7
20030210,1.6,0.88,1.0221,0.37,0.0,3.0,6.0,4.5
20030211,1.2,0.86,1.0248,0.61,0.0,3.2,8.9,6.0
20030212,3.1,0.86,1.0255,0.46,0.0,1.1,7.0,4.0
20030213,4.0,0.8,1.0245,0.2,0.0,-2.4,-1.6,-2.0
20030214,2.9,0.7,1.0264,0.29,0.0,-3.1,-1.0,-2.0
20030215,3.8,0.74,1.0296,1.2,0.0,-3.9,2.8,-0.6
20030216,5.1,0.71,1.0314,1.13,0.0,-3.3,1.9,-0.7
20030217,4.6,0.73,1.0301,1.25,0.0,-3.5,0.7,-1.4
20030218,3.9,0.74,1.0225,1.33,0.0,-5.3,2.5,-1.4
20030219,5.1,0.79,1.0086,0.62,0.4,-4.0,5.0,0.5
20030220,2.8,0.85,1.012,0.73,0.0,1.9,10.7,6.3
20030221,3.2,0.79,1.0195,1.41,0.0,-1.3,12.7,5.7
20030222,3.4,0.66,1.0197,1.39,0.06,0.1,14.9,7.5
20030223,3.0,0.81,1.0252,0.98,0.0,6.4,14.5,10.4
20030224,4.0,0.74,1.0197,1.42,0.0,3.1,14.4,8.8
20030225,3.8,0.69,1.0127,0.8,0.0,4.2,13.9,9.0
20030226,3.9,0.59,1.009,1.16,0.0,4.9,16.1,10.5
20030227,4.1,0.76,1.0141,0.78,0.06,8.3,14.4,11.4
20030228,4.6,0.87,1.0216,0.59,0.1,7.4,11.6,9.5
20030301,4.2,0.94,1.0167,0.33,0.54,9.6,12.6,11.1
20030302,5.1,0.8,1.016,0.91,0.0,6.7,11.4,9.0
20030303,3.4,0.92,1.0189,0.57,0.54,0.7,9.6,5.2
20030304,3.4,0.87,1.0203,0.58,0.18,6.7,14.3,10.5
20030305,2.8,0.76,1.0141,1.34,0.04,7.6,16.4,12.0
20030306,3.6,0.78,1.0208,1.5,0.0,6.2,12.8,9.5
20030307,4.2,0.77,1.0214,1.27,0.0,1.5,13.0,7.2
20030308,3.4,0.74,1.0255,1.64,0.0,3.7,13.5,8.6
20030309,2.9,0.7,1.0244,1.73,0.0,3.0,17.1,10.0
20030310,1.9,0.76,1.0251,1.59,0.0,3.2,17.8,10.5
20030311,4.2,0.64,1.0202,1.14,0.0,9.9,19.9,14.9
20030312,4.2,0.79,1.0264,0.99,0.0,9.4,13.7,11.5
20030313,6.9,0.7,1.0291,1.73,0.0,5.0,12.8,8.9
20030314,6.4,0.54,1.0255,2.01,0.0,2.0,12.0,7.0
20030315,5.9,0.58,1.0308,1.98,0.0,0.6,12.7,6.6
20030316,4.4,0.59,1.0347,1.99,0.0,0.2,13.6,6.9
20030317,3.9,0.53,1.0316,2.09,0.0,0.6,16.6,8.6
20030318,5.4,0.58,1.0273,1.98,0.0,2.9,14.5,8.7
20030319,3.0,0.52,1.0276,2.05,0.0,2.5,16.3,9.4
20030320,2.2,0.59,1.0269,1.99,0.0,1.3,15.8,8.6
20030321,2.5,0.7,1.0213,1.4,0.0,1.8,13.5,7.6
20030322,4.6,0.62,1.0175,2.01,0.0,2.2,18.1,10.2
20030323,3.4,0.54,1.0223,2.13,0.0,3.0,19.5,11.2
20030324,2.4,0.53,1.0253,2.06,0.0,5.9,21.8,13.8
20030325,1.8,0.52,1.0204,2.01,0.0,5.9,22.0,14.0
20030326,2.1,0.5,1.0159,2.0,0.0,7.0,21.1,14.0
20030327,2.5,0.62,1.0141,1.42,0.12,8.1,19.8,14.0
20030328,2.4,0.8,1.0108,1.13,0.22,10.7,17.1,13.9
20030329,1.4,0.84,1.013,1.16,0.0,11.4,17.8,14.6
20030330,4.4,0.72,1.0139,1.78,0.14,9.8,21.0,15.4
20030331,3.9,0.71,1.0211,2.16,0.0,7.3,16.4,11.8
20030401,4.9,0.71,1.0188,1.57,0.06,1.7,17.8,9.8
20030402,5.9,0.7,1.0161,1.63,0.04,5.3,11.0,8.2
20030403,5.6,0.66,1.0248,1.76,0.0,1.2,10.2,5.7
20030404,4.2,0.65,1.0287,2.48,0.0,0.8,13.6,7.2
20030405,5.6,0.65,1.0273,1.95,0.0,6.1,15.4,10.8
20030406,4.6,0.72,1.0251,0.63,0.0,4.3,9.8,7.0
20030407,5.4,0.52,1.0215,2.59,0.0,1.1,9.8,5.5
20030408,4.8,0.4,1.0186,2.66,0.0,-2.3,10.1,3.9
20030409,5.1,0.4,1.0101,2.62,0.0,-1.2,11.3,5.0
20030410,2.6,0.59,1.0088,2.01,0.0,-2.8,9.1,3.2
20030411,3.5,0.76,1.0087,1.55,0.0,-2.5,11.8,4.6
20030412,3.0,0.76,1.0135,1.64,0.02,4.8,17.5,11.2
20030413,5.5,0.54,1.0118,1.32,0.0,4.3,18.1,11.2
20030414,3.0,0.54,1.0094,1.77,0.0,9.3,21.0,15.2
20030415,2.0,0.57,1.0159,1.94,0.0,9.1,22.3,15.7
20030416,2.5,0.56,1.0193,2.6,0.0,5.6,24.1,14.8
20030417,2.9,0.5,1.0215,2.52,0.0,7.4,25.0,16.2
20030418,5.1,0.39,1.0191,2.68,0.0,9.9,23.2,16.6
20030419,6.8,0.5,1.0074,2.8,0.02,7.7,15.6,11.6
20030420,4.6,0.75,1.0042,1.1,0.0,6.5,16.1,11.3
20030421,3.1,0.74,1.0134,2.01,0.0,7.6,17.8,12.7
20030422,2.9,0.64,1.0138,2.32,0.0,6.4,21.5,14.0
20030423,4.5,0.58,1.0128,2.7,0.0,8.0,22.1,15.0
20030424,2.2,0.64,1.0146,2.04,0.0,9.2,21.8,15.5
20030425,3.6,0.65,1.0105,1.79,0.14,12.0,24.8,18.4
20030426,5.8,0.83,1.0105,1.26,1.52,12.5,16.8,14.6
20030427,4.5,0.74,1.0127,1.68,0.0,10.5,17.2,13.8
20030428,5.4,0.66,1.0033,2.03,0.48,12.1,24.1,18.1
20030429,3.6,0.74,1.0108,2.19,0.0,11.1,19.6,15.4
20030430,5.0,0.81,1.0132,1.46,0.32,11.1,15.6,13.4
20030501,4.2,0.75,1.0178,1.84,0.0,9.0,17.7,13.4
20030502,5.9,0.74,1.0139,2.03,0.06,10.4,17.4,13.9
20030503,3.0,0.73,1.022,2.36,0.0,7.1,18.5,12.8
20030504,3.8,0.59,1.0124,2.77,0.8,6.5,27.4,17.0
20030505,1.5,0.94,1.0141,0.29,1.04,11.9,13.1,12.5
20030506,3.5,0.87,1.0215,0.67,0.02,10.0,12.9,11.4
20030507,5.2,0.73,1.0201,2.5,0.0,8.3,19.5,13.9
20030508,3.4,0.78,1.0187,2.61,0.22,11.1,21.4,16.2
20030509,2.6,0.85,1.0203,1.12,0.02,11.4,16.0,13.7
20030510,1.1,0.7,1.0216,3.01,0.0,4.2,18.4,11.3
20030511,2.1,0.73,1.0202,2.26,0.0,8.0,20.0,14.0
20030512,3.5,0.77,1.0192,1.84,0.08,8.2,16.9,12.5
20030513,3.6,0.79,1.0213,2.16,0.04,6.0,15.4,10.7
20030514,2.5,0.72,1.0249,2.31,0.0,3.6,15.9,9.8
20030515,1.6,0.62,1.0218,2.79,0.0,3.5,18.2,10.8
20030516,2.8,0.61,1.0135,2.2,0.0,4.2,19.4,11.8
20030517,5.2,0.86,1.0132,1.21,0.12,10.9,16.8,13.8
20030518,5.0,0.93,1.0149,0.89,1.32,12.5,19.8,16.2
20030519,6.0,0.84,1.0155,1.37,1.16,12.9,18.3,15.6
20030520,5.5,0.72,1.0228,2.5,0.0,10.0,17.8,13.9
20030521,4.2,0.87,1.0279,1.02,0.0,8.1,15.1,11.6
20030522,3.9,0.82,1.0264,1.84,0.0,13.5,20.4,17.0
20030523,3.1,0.72,1.014,2.94,0.0,9.3,24.6,17.0
20030524,3.6,0.9,1.0088,0.99,1.0,12.1,15.3,13.7
20030525,3.0,0.8,1.0182,2.53,0.0,7.6,17.2,12.4
20030526,2.2,0.72,1.0239,3.15,0.02,6.7,18.7,12.7
20030527,3.1,0.69,1.0239,2.89,0.0,7.7,21.1,14.4
20030528,4.1,0.75,1.0189,3.17,0.0,11.9,24.8,18.3
20030529,3.1,0.73,1.014,3.03,0.0,14.1,27.2,20.7
20030530,1.8,0.67,1.0131,3.16,0.0,15.4,28.1,21.8
20030531,1.5,0.68,1.0121,2.74,0.0,15.6,30.0,22.8
20030601,3.0,0.76,1.0088,2.79,0.04,16.8,29.2,23.0
20030602,2.9,0.77,1.0114,1.84,0.06,14.7,23.9,19.3
20030603,2.8,0.79,1.01,1.96,1.28,15.3,25.7,20.5
20030604,2.9,0.83,1.0124,2.52,0.78,15.3,25.2,20.2
20030605,1.1,0.82,1.0202,2.0,0.02,14.3,22.7,18.5
20030606,1.6,0.75,1.0202,3.11,0.0,12.3,25.2,18.8
20030607,1.2,0.72,1.016,3.35,0.0,13.6,27.5,20.6
20030608,3.8,0.72,1.0158,1.98,0.0,18.0,23.1,20.6
20030609,2.4,0.66,1.0166,3.24,0.0,11.6,26.1,18.8
20030610,3.1,0.77,1.0158,1.95,0.16,17.8,24.4,21.1
20030611,1.5,0.68,1.0191,3.09,0.0,13.0,27.3,20.2
20030612,2.9,0.78,1.0181,2.17,0.46,17.3,27.9,22.6
20030613,3.9,0.7,1.02,2.82,0.0,15.6,27.6,21.6
20030614,2.8,0.86,1.0172,1.67,0.58,17.3,28.2,22.8
20030615,2.8,0.77,1.0175,2.79,0.0,18.5,29.1,23.8
20030616,2.8,0.73,1.0138,2.31,0.0,17.1,27.6,22.4
20030617,4.0,0.76,1.015,2.26,0.0,17.3,25.1,21.2
20030618,2.9,0.65,1.0238,3.39,0.0,12.0,24.3,18.2
20030619,2.1,0.75,1.0253,3.19,0.0,13.5,27.6,20.6
20030620,3.1,0.7,1.0215,3.19,0.0,15.8,27.9,21.8
20030621,4.1,0.55,1.0153,3.43,0.0,12.7,30.1,21.4
20030622,3.2,0.5,1.0069,3.27,0.0,14.7,35.8,25.2
20030623,3.2,0.77,1.0128,1.68,0.02,19.6,24.5,22.0
20030624,4.0,0.6,1.0181,3.13,0.48,15.3,29.2,22.2
20030625,2.4,0.76,1.0163,3.16,0.38,17.0,30.4,23.7
20030626,3.2,0.78,1.0167,2.15,0.02,16.3,23.9,20.1
20030627,2.1,0.74,1.0171,2.43,0.0,13.2,25.7,19.4
20030628,2.2,0.68,1.0132,2.94,0.0,14.5,27.0,20.8
20030629,2.9,0.68,1.0049,2.53,1.1,14.9,32.5,23.7
20030630,3.8,0.87,1.0058,1.22,0.62,15.8,19.9,17.8
20030701,6.2,0.82,1.005,1.82,0.3,13.6,20.4,17.0
20030702,3.0,0.87,1.0084,1.95,0.56,13.2,21.0,17.1
20030703,3.4,0.78,1.0148,2.54,0.06,13.1,23.4,18.2
20030704,3.1,0.74,1.019,2.03,0.0,13.2,20.6,16.9
20030705,1.4,0.68,1.019,1.81,0.0,13.3,22.7,18.0
20030706,1.6,0.63,1.0203,2.12,0.0,12.5,24.5,18.5
20030707,2.6,0.61,1.0218,2.7,0.0,13.9,27.4,20.6
20030708,3.0,0.57,1.0205,2.73,0.0,15.2,28.0,21.6
20030709,2.4,0.57,1.019,3.05,0.0,16.6,29.2,22.9
20030710,2.0,0.55,1.0183,2.94,0.0,16.4,31.2,23.8
20030711,2.6,0.59,1.0186,2.91,0.0,16.4,32.1,24.2
20030712,3.4,0.48,1.019,3.28,0.0,15.3,30.6,23.0
20030713,4.0,0.42,1.014,3.36,0.0,15.0,33.0,24.0
20030714,2.2,0.44,1.0088,3.2,0.0,16.8,35.0,25.9
20030715,3.2,0.65,1.0066,2.73,1.48,19.3,33.5,26.4
20030716,4.2,0.85,1.0105,1.47,0.42,16.9,23.3,20.1
20030717,3.5,0.64,1.0203,3.02,0.0,14.9,25.0,20.0
20030718,1.8,0.62,1.0204,3.28,0.0,12.8,28.4,20.6
20030719,2.8,0.54,1.0164,3.0,0.0,14.9,32.4,23.7
20030720,2.4,0.68,1.0158,2.28,0.0,15.4,25.2,20.3
20030721,2.8,0.64,1.0167,2.57,0.0,14.5,26.7,20.6
20030722,2.5,0.67,1.0204,2.99,0.0,13.2,26.9,20.0
20030723,3.2,0.68,1.0187,2.43,0.5,15.3,25.5,20.4
20030724,3.4,0.74,1.0171,1.94,0.04,16.0,23.4,19.7
20030725,4.6,0.83,1.0129,1.19,0.18,14.1,22.6,18.4
20030726,4.6,0.95,1.0106,0.57,2.1,17.0,22.2,19.6
20030727,3.5,0.79,1.0145,1.86,0.46,15.8,22.9,19.4
20030728,2.9,0.7,1.0234,2.58,0.0,11.9,23.7,17.8
20030729,3.5,0.76,1.0238,2.36,0.0,12.5,24.5,18.5
20030730,4.5,0.75,1.019,2.17,0.02,18.0,24.0,21.0
20030731,1.8,0.77,1.0193,1.55,0.0,15.0,23.1,19.0
20030801,1.9,0.68,1.0191,3.03,0.0,13.0,28.2,20.6
20030802,2.0,0.6,1.0193,2.97,0.0,16.2,31.4,23.8
20030803,3.2,0.56,1.0187,2.89,0.0,18.6,35.3,27.0
20030804,3.8,0.44,1.0189,2.89,0.0,20.8,38.0,29.4
20030805,2.8,0.46,1.0189,2.66,0.0,22.2,39.3,30.8
20030806,2.1,0.48,1.0185,2.71,0.0,20.7,39.7,30.2
20030807,2.5,0.57,1.0175,2.66,0.0,22.0,37.9,30.0
20030808,2.8,0.56,1.0164,2.59,0.0,20.5,38.0,29.2
20030809,2.9,0.44,1.016,2.73,0.0,22.6,39.3,31.0
20030810,2.6,0.37,1.0144,2.68,0.0,22.6,39.8,31.2
20030811,2.0,0.53,1.017,2.54,0.0,21.4,37.0,29.2
20030812,2.5,0.62,1.0196,2.61,0.0,20.9,37.1,29.0
20030813,2.2,0.55,1.0194,2.62,0.08,19.9,35.9,27.9
20030814,3.5,0.7,1.0152,1.95,0.0,20.9,28.9,24.9
20030815,1.8,0.66,1.0148,1.69,0.0,19.4,27.3,23.3
20030816,2.9,0.61,1.0135,1.75,0.0,18.4,29.5,24.0
20030817,2.4,0.75,1.013,0.89,0.18,19.7,27.1,23.4
20030818,3.2,0.7,1.0184,2.02,0.0,16.4,27.0,21.7
20030819,2.6,0.64,1.0207,2.46,0.0,13.8,27.7,20.8
20030820,2.6,0.57,1.0198,2.14,0.0,13.9,26.3,20.1
20030821,2.2,0.6,1.0188,2.7,0.0,12.0,27.3,19.6
20030822,2.1,0.56,1.0196,2.7,0.0,13.0,28.4,20.7
20030823,3.8,0.55,1.019,2.62,0.0,16.1,29.5,22.8
20030824,4.6,0.57,1.0156,2.56,0.0,16.3,30.7,23.5
20030825,2.9,0.54,1.0139,2.57,0.0,15.8,28.6,22.2
20030826,1.5,0.56,1.014,2.26,0.0,14.2,29.7,22.0
20030827,3.6,0.47,1.0085,2.26,0.0,17.4,33.4,25.4
20030828,2.9,0.74,1.0036,1.11,0.04,16.4,26.7,21.6
20030829,4.0,0.75,1.0047,2.24,0.02,16.2,26.1,21.2
20030830,2.4,0.69,1.0164,1.6,0.0,12.8,21.1,17.0
20030831,1.9,0.55,1.0208,2.21,0.0,9.2,22.3,15.8
20030901,2.4,0.54,1.021,1.81,0.0,6.6,22.0,14.3
20030902,4.4,0.54,1.0251,2.08,0.0,11.1,21.9,16.5
20030903,5.2,0.5,1.0264,2.49,0.0,10.2,23.6,16.9
20030904,4.1,0.41,1.0227,2.39,0.0,9.9,28.1,19.0
20030905,2.4,0.71,1.0176,1.34,0.16,15.4,26.4,20.9
20030906,2.9,0.88,1.0187,1.09,0.04,12.6,18.6,15.6
20030907,2.2,0.81,1.0145,1.41,0.04,10.1,21.3,15.7
20030908,3.5,0.94,1.0049,0.5,4.8,12.7,17.5,15.1
20030909,5.0,0.74,1.0141,1.59,0.0,13.2,21.9,17.6
20030910,4.1,0.84,1.0196,1.0,0.0,11.5,20.6,16.0
20030911,2.9,0.81,1.0238,1.1,0.0,13.5,21.0,17.2
20030912,2.6,0.75,1.0278,1.69,0.0,16.1,24.6,20.4
20030913,3.9,0.79,1.0284,1.62,0.0,14.6,22.2,18.4
20030914,4.6,0.58,1.026,2.33,0.0,10.4,24.1,17.2
20030915,2.1,0.62,1.0233,2.2,0.0,11.0,25.1,18.0
20030916,1.4,0.64,1.0234,2.13,0.0,10.4,26.5,18.4
20030917,1.2,0.64,1.0212,1.99,0.0,10.0,27.3,18.6
20030918,2.1,0.6,1.0184,2.06,0.0,12.3,29.8,21.0
20030919,2.8,0.57,1.018,2.0,0.0,12.5,30.2,21.4
20030920,2.9,0.54,1.0197,2.06,0.0,12.7,28.6,20.6
20030921,3.1,0.64,1.0182,1.92,0.02,14.2,29.9,22.0
20030922,4.0,0.87,1.0121,0.82,0.34,15.8,21.8,18.8
20030923,3.0,0.71,1.0213,1.53,0.0,10.4,17.9,14.2
20030924,4.9,0.6,1.028,2.05,0.0,6.6,17.4,12.0
20030925,2.0,0.67,1.0231,1.99,0.0,5.8,19.6,12.7
20030926,1.2,0.68,1.0206,1.45,0.0,5.9,22.2,14.0
20030927,1.8,0.71,1.0175,1.85,0.0,7.9,22.2,15.0
20030928,2.5,0.81,1.0148,1.02,0.0,11.0,18.4,14.7
20030929,2.2,0.64,1.0146,1.79,0.0,9.3,20.8,15.0
20030930,3.9,0.58,1.0074,1.71,0.08,9.4,21.8,15.6
20031001,3.0,0.78,1.0042,1.17,0.16,14.6,24.8,19.7
20031002,2.8,0.81,1.0084,1.45,0.68,14.6,24.5,19.6
20031003,4.2,0.95,1.0091,0.47,0.48,13.1,16.7,14.9
20031004,3.5,0.91,1.0126,0.37,0.24,10.1,13.9,12.0
20031005,4.4,0.81,1.0175,1.31,0.0,6.6,13.5,10.0
20031006,4.6,0.84,1.0173,0.82,0.18,3.8,15.2,9.5
20031007,6.0,0.89,1.0151,0.33,0.24,10.5,14.6,12.6
20031008,3.4,0.95,1.0212,0.45,0.0,6.9,15.4,11.2
20031009,2.5,0.84,1.0231,0.81,0.0,12.9,19.7,16.3
20031010,1.9,0.79,1.0241,0.67,0.02,12.0,15.8,13.9
20031011,3.8,0.82,1.0225,1.61,0.0,6.3,19.0,12.6
20031012,3.5,0.85,1.018,1.33,0.0,8.3,19.3,13.8
20031013,1.5,0.94,1.017,0.6,0.28,11.3,19.3,15.3
20031014,3.4,0.93,1.0184,0.48,0.0,14.8,17.2,16.0
20031015,5.1,0.73,1.0207,1.47,0.0,6.3,15.7,11.0
20031016,5.1,0.73,1.0207,1.47,0.0,3.3,14.3,8.8
20031017,3.9,0.77,1.0164,1.41,0.0,2.7,14.3,8.5
20031018,3.6,0.72,1.0111,1.23,0.0,4.4,15.4,9.9
20031019,3.8,0.84,1.0035,0.35,0.54,4.2,10.4,7.3
20031020,4.1,0.92,1.0026,0.2,1.02,5.8,7.6,6.7
20031021,3.0,0.77,1.0121,1.42,0.02,3.1,11.7,7.4
20031022,3.4,0.95,1.005,0.32,0.58,1.1,9.9,5.5
20031023,4.5,0.92,1.0091,0.26,0.06,3.9,6.3,5.1
20031024,3.0,0.78,1.0222,1.36,0.0,-1.1,7.8,3.4
20031025,1.4,0.88,1.0235,1.12,0.0,-1.7,10.3,4.3
20031026,1.4,0.87,1.015,0.87,0.0,0.0,10.4,5.2
20031027,3.6,0.89,1.0189,0.94,0.0,1.0,9.7,5.4
20031028,2.8,0.94,1.0132,0.54,0.08,1.7,5.2,3.4
20031029,5.6,0.95,0.9998,0.29,0.78,2.4,8.7,5.6
20031030,5.6,0.94,0.9895,0.29,1.3,4.2,11.7,8.0
20031031,3.4,0.93,0.9806,0.36,0.72,8.4,12.2,10.3
20031101,2.2,0.9,0.9993,0.66,0.0,5.9,12.2,9.0
20031102,6.8,0.94,1.006,0.34,2.06,4.8,12.5,8.6
20031103,5.6,0.83,1.0177,0.93,0.0,10.9,15.8,13.4
20031104,2.8,0.98,1.0291,0.57,0.02,5.1,12.5,8.8
20031105,4.1,0.89,1.0244,1.06,0.0,5.5,14.7,10.1
20031106,3.0,0.81,1.0257,0.95,0.0,4.5,17.5,11.0
20031107,6.1,0.81,1.0206,1.05,0.0,4.7,11.1,7.9
20031108,3.5,0.88,1.0157,0.96,0.62,0.7,9.9,5.3
20031109,2.9,0.94,1.0173,0.32,0.36,4.6,13.5,9.0
20031110,3.2,0.98,1.0198,0.46,0.02,4.1,11.6,7.8
20031111,1.1,0.99,1.0202,0.33,0.26,6.3,10.8,8.6
20031112,2.2,0.94,1.0215,0.45,0.3,9.7,14.2,12.0
20031113,2.4,0.97,1.0265,0.52,0.0,1.0,9.1,5.0
20031114,3.4,0.87,1.0198,0.53,0.06,5.9,14.3,10.1
20031115,3.6,0.97,1.0132,0.29,0.2,5.0,9.5,7.2
20031116,3.9,0.95,1.0163,0.13,0.42,5.4,8.0,6.7
20031117,2.1,0.9,1.0286,0.81,0.02,-0.8,10.9,5.0
20031118,2.6,0.97,1.0287,0.3,0.0,6.8,11.8,9.3
20031119,2.1,0.95,1.0247,0.22,0.0,9.4,11.4,10.4
20031120,2.1,0.98,1.0172,0.37,0.02,6.0,9.2,7.6
20031121,2.1,0.97,1.0099,0.27,0.0,5.4,11.5,8.4
20031122,3.5,0.84,1.0027,0.39,0.0,8.6,16.9,12.8
20031123,3.1,0.84,0.9997,0.49,0.18,10.3,17.7,14.0
20031124,1.8,0.98,1.0058,0.16,0.36,9.7,11.0,10.4
20031125,4.0,0.87,1.0106,0.38,0.08,8.3,10.8,9.6
20031126,5.4,0.89,0.9994,0.14,0.48,7.5,9.6,8.6
20031127,2.8,0.93,1.0028,0.39,0.02,5.2,8.0,6.6
20031128,2.5,0.92,1.0134,0.73,0.0,-0.7,10.6,5.0
20031129,4.5,0.97,1.0101,0.16,0.52,2.2,11.9,7.0
20031130,3.4,0.97,1.0029,0.28,2.94,8.0,12.2,10.1
20031201,4.6,0.92,1.0006,0.18,0.0,7.1,9.6,8.4
20031202,1.8,0.97,1.0118,0.16,0.02,4.0,7.6,5.8
20031203,5.5,0.95,1.0168,0.15,0.32,3.4,9.0,6.2
20031204,6.4,0.92,1.0203,0.12,0.0,5.8,6.3,6.0
20031205,3.9,0.99,1.0263,0.22,0.0,2.5,4.3,3.4
20031206,5.8,0.96,1.0229,0.12,0.0,3.2,5.7,4.4
20031207,7.0,0.79,1.0207,0.74,0.0,-0.5,2.9,1.2
20031208,3.2,0.83,1.0201,0.67,0.0,-0.2,10.8,5.3
20031209,2.0,0.92,1.0154,0.68,0.0,-0.8,6.5,2.8
20031210,1.1,0.98,1.0175,0.32,0.0,-3.4,0.9,-1.2
20031211,4.8,0.98,1.0168,0.14,1.0,-1.3,11.3,5.0
20031212,3.2,0.99,1.0227,0.18,0.06,9.5,12.2,10.8
20031213,6.1,0.94,1.0201,0.2,0.3,10.9,13.2,12.0
20031214,4.6,0.85,1.0224,0.3,0.02,5.9,10.3,8.1
20031215,2.1,0.85,1.0288,0.57,0.0,3.5,8.0,5.8
20031216,3.6,0.87,1.0299,0.62,0.0,-1.4,6.5,2.6
20031217,4.4,0.85,1.0221,0.59,0.0,-0.3,5.6,2.6
20031218,3.1,0.88,1.0174,0.59,0.0,-1.0,8.4,3.7
20031219,2.8,0.97,1.0192,0.11,0.1,3.4,9.9,6.6
20031220,6.5,0.96,1.0159,0.07,0.6,8.0,11.6,9.8
20031221,5.5,0.83,1.0158,0.49,0.26,5.3,8.9,7.1
20031222,4.5,0.83,1.0291,0.43,0.0,0.8,4.5,2.6
20031223,2.8,0.95,1.0292,0.22,0.22,0.3,8.3,4.3
20031224,1.2,0.98,1.0302,0.14,0.02,6.2,9.6,7.9
20031225,1.9,0.87,1.0269,0.14,0.0,7.8,8.9,8.4
20031226,4.6,0.94,1.0131,0.15,0.98,1.3,9.8,5.6
20031227,7.2,0.9,1.002,0.38,0.64,6.4,10.2,8.3
20031228,7.6,0.84,1.0026,0.48,0.22,3.1,7.8,5.4
20031229,5.4,0.92,1.0079,0.07,0.72,-0.2,3.0,1.4
20031230,1.9,0.9,1.0159,0.68,0.0,-1.3,3.8,1.2
20031231,2.4,0.91,1.0251,0.67,0.0,-1.9,4.5,1.3
20040101,3.5,0.96,1.0154,0.23,0.62,-1.1,5.0,2.0
20040102,5.1,0.86,1.0164,0.25,0.02,1.1,6.8,4.0
20040103,1.5,0.76,1.0232,0.29,0.0,-0.8,0.4,-0.2
20040104,1.8,0.92,1.024,0.22,0.02,-4.7,2.4,-1.1
20040105,2.2,0.89,1.0238,0.22,0.0,0.6,5.8,3.2
20040106,1.9,0.86,1.0219,0.6,0.0,3.3,10.4,6.8
20040107,2.9,0.92,1.0179,0.59,0.0,-1.1,5.7,2.3
20040108,6.2,0.88,1.0063,0.14,1.02,2.8,9.4,6.1
20040109,4.2,0.91,1.0121,0.4,0.66,7.1,12.0,9.6
20040110,3.2,0.97,1.0169,0.28,0.12,6.9,13.3,10.1
20040111,8.0,0.88,1.0129,0.28,1.0,11.5,14.0,12.8
20040112,7.0,0.92,1.0059,0.14,2.46,7.9,14.2,11.0
20040113,9.6,0.94,1.0003,0.09,1.56,7.8,14.0,10.9
20040114,6.5,0.89,1.007,0.28,0.36,5.1,9.0,7.0
20040115,5.4,0.87,1.0128,0.52,0.38,1.5,9.2,5.4
20040116,5.1,0.92,1.0021,0.26,1.16,7.3,10.3,8.8
20040117,4.2,0.93,1.0033,0.25,0.56,5.0,8.2,6.6
20040118,4.6,0.82,1.0229,0.27,0.0,1.8,4.9,3.4
20040119,3.9,0.93,1.0244,0.35,0.0,-2.0,8.3,3.2
20040120,4.1,0.94,1.0171,0.12,0.18,5.6,9.0,7.3
20040121,3.1,0.94,1.0202,0.18,0.0,8.0,9.3,8.6
20040122,3.0,0.88,1.0182,0.19,0.84,5.7,7.7,6.7
20040123,2.1,0.98,1.0147,0.21,0.4,5.4,8.5,7.0
20040124,3.2,0.88,1.0181,0.5,0.0,6.0,10.2,8.1
20040125,3.1,0.87,1.014,0.71,1.16,0.5,9.4,5.0
20040126,6.6,0.95,0.9937,0.23,0.42,1.2,7.7,4.4
20040127,3.5,0.9,1.0079,0.62,0.2,-0.4,4.2,1.9
20040128,5.9,0.83,1.0085,0.69,0.18,-0.8,4.6,1.9
20040129,3.2,0.78,1.0158,1.0,0.0,-1.8,4.8,1.5
20040130,4.0,0.74,1.0153,0.72,0.08,-4.4,6.5,1.0
20040131,8.1,0.86,1.0122,0.17,0.26,2.0,11.6,6.8
20040201,5.4,0.88,1.0232,0.38,0.02,8.5,13.3,10.9
20040202,4.4,0.82,1.0276,0.95,0.0,7.4,15.5,11.4
20040203,2.8,0.82,1.0305,0.93,0.0,5.6,16.8,11.2
20040204,3.5,0.76,1.031,0.96,0.0,5.4,17.7,11.6
20040205,3.0,0.78,1.0299,0.87,0.0,5.4,16.7,11.0
20040206,5.8,0.83,1.0223,0.74,0.0,6.2,16.2,11.2
