DATE,DE_BILT_cloud_cover,DE_BILT_wind_speed,DE_BILT_wind_gust,DE_BILT_humidity,DE_BILT_pressure,DE_BILT_global_radiation,DE_BILT_precipitation,DE_BILT_sunshine,DE_BILT_temp_min,DE_BILT_temp_max,DE_BILT_temp_mean
20070707,5,4.0,11.0,0.75,1.0145,2.38,0.0,7.8,11.2,20.3,16.6
20070708,5,1.9,6.0,0.74,1.0164,2.33,0.07,7.5,9.2,21.5,16.3
20070709,4,2.0,9.0,0.79,1.0126,2.4,0.02,8.0,9.8,20.4,14.9
20070710,3,2.3,10.0,0.85,1.0116,2.17,0.0,6.5,8.3,18.6,14.0
20070711,8,3.4,10.0,0.86,1.012,1.0,0.33,0.6,10.8,18.0,15.1
20070712,7,3.7,11.0,0.89,1.0139,1.21,0.06,1.4,12.0,19.5,16.2
20070713,5,3.5,9.0,0.83,1.0136,1.85,0.0,4.6,16.9,24.6,20.3
20070714,4,3.5,12.0,0.77,1.0133,2.24,0.0,7.1,13.7,24.9,20.3
20070715,4,2.3,8.0,0.83,1.0125,2.1,0.0,6.2,13.5,28.9,21.4
20070716,6,2.3,12.0,0.82,1.0107,1.71,0.39,3.9,16.6,27.5,21.5
20070717,6,4.0,12.0,0.77,1.0156,2.65,0.04,10.1,15.8,23.8,19.3
20070718,3,2.5,9.0,0.78,1.0185,2.63,0.0,10.0,11.6,23.1,18.0
20070719,2,1.9,7.0,0.72,1.0186,2.84,0.0,11.6,10.4,25.1,19.0
20070720,5,3.2,10.0,0.9,1.014,1.21,0.67,1.5,13.7,21.1,17.1
20070721,3,3.0,10.0,0.74,1.0147,2.95,0.0,12.6,12.0,23.6,18.2
20070722,6,2.1,10.0,0.88,1.0111,1.95,1.12,5.5,10.2,19.9,15.7
20070723,6,3.5,10.0,0.89,1.0014,1.18,0.96,1.4,9.1,20.2,15.5
20070724,7,4.7,16.0,0.83,1.0026,2.08,0.43,6.4,12.5,19.3,16.0
20070725,5,3.6,11.0,0.78,1.0131,2.69,0.0,10.8,11.9,22.5,18.1
20070726,8,3.9,13.0,0.85,1.0082,1.14,1.05,1.3,16.1,22.5,18.1
20070727,4,5.0,13.0,0.72,1.011,2.71,0.0,11.1,14.9,21.6,18.0
20070728,7,3.0,11.0,0.83,1.0129,2.04,1.29,6.3,14.5,20.4,17.0
20070729,6,3.1,12.0,0.83,1.0118,1.89,1.77,5.4,10.5,19.1,14.9
20070730,4,3.9,12.0,0.72,1.0177,2.68,0.18,11.1,10.8,18.0,14.2
20070731,3,2.2,8.0,0.75,1.02,2.5,0.0,9.8,8.6,19.8,14.1
20070801,1,2.0,7.0,0.74,1.0153,2.91,0.0,13.1,7.6,22.0,16.2
20070802,6,2.3,9.0,0.81,1.0111,1.49,0.0,3.2,10.8,22.1,16.5
20070803,3,1.9,8.0,0.74,1.0216,2.63,0.0,11.0,11.1,23.0,17.0
20070804,0,2.6,10.0,0.75,1.0221,2.98,0.0,14.0,11.0,26.2,19.2
20070805,0,3.6,11.0,0.63,1.014,2.89,0.0,13.3,13.8,28.6,22.7
20070806,4,3.0,8.0,0.74,1.0096,1.86,0.03,5.6,17.5,28.0,21.3
20070807,7,2.0,7.0,0.78,1.0145,1.0,0.0,1.0,15.0,21.8,18.5
20070808,7,2.8,9.0,0.78,1.0165,1.41,0.03,3.0,12.9,19.6,16.4
20070809,8,4.5,13.0,0.86,1.0156,0.63,0.16,0.0,14.5,17.5,16.1
20070810,6,3.6,9.0,0.84,1.016,1.64,0.0,4.4,12.9,21.1,17.1
20070811,3,2.1,7.0,0.77,1.015,2.55,0.0,11.1,10.1,21.5,15.9
20070812,4,1.8,7.0,0.84,1.0101,2.11,0.31,7.8,8.3,23.6,16.8
20070813,4,3.3,10.0,0.8,1.0105,2.18,0.0,8.4,11.3,22.4,17.0
20070814,7,4.3,13.0,0.74,1.0068,1.63,0.76,4.6,10.9,24.6,18.7
20070815,7,5.0,16.0,0.84,0.9996,1.53,0.43,4.0,17.2,25.5,20.3
20070816,6,4.0,13.0,0.81,1.0076,2.0,0.92,7.3,12.7,19.1,16.2
20070817,6,3.0,10.0,0.84,1.0162,1.77,0.45,5.7,11.1,19.4,14.5
20070818,6,3.0,8.0,0.77,1.0148,1.95,0.0,7.1,10.1,21.0,16.3
20070819,7,2.7,9.0,0.75,1.0075,1.67,0.0,5.2,14.2,23.1,18.0
20070820,6,2.3,8.0,0.9,1.004,1.32,0.39,3.0,12.9,20.4,16.5
20070821,7,2.8,10.0,0.91,1.0077,1.24,0.4,2.6,11.9,21.5,17.1
20070822,5,5.1,18.0,0.81,1.0072,1.6,0.0,4.9,13.1,21.5,18.0
20070823,5,2.0,5.0,0.89,1.014,1.39,0.09,3.6,12.7,22.2,17.2
20070824,2,1.5,8.0,0.85,1.0228,2.01,0.0,8.1,12.6,25.4,19.1
20070825,3,1.9,7.0,0.85,1.0272,2.19,0.0,9.7,12.6,24.7,18.3
20070826,2,2.6,8.0,0.84,1.0265,2.09,0.0,9.0,10.1,21.8,17.0
20070827,4,1.9,7.0,0.78,1.0236,1.85,0.0,7.2,9.3,20.0,14.7
20070828,4,2.0,8.0,0.74,1.0212,1.79,0.0,6.8,8.7,18.2,13.8
20070829,2,1.9,7.0,0.77,1.0196,2.19,0.0,10.3,6.5,19.2,12.7
20070830,6,2.8,11.0,0.85,1.0189,1.19,0.01,2.8,6.2,19.6,14.8
20070831,8,2.8,10.0,0.87,1.0177,0.84,0.24,1.0,14.8,18.5,16.5
20070901,6,2.5,8.0,0.85,1.0186,1.14,0.0,3.0,12.3,20.4,16.3
20070902,8,3.7,10.0,0.82,1.0151,1.05,0.6,2.5,14.9,20.9,17.7
20070903,5,2.9,11.0,0.83,1.0151,1.79,1.41,8.2,8.3,18.4,13.9
20070904,2,2.9,12.0,0.79,1.0247,1.87,0.2,9.1,6.1,17.0,11.7
20070905,7,1.5,5.0,0.96,1.0285,0.5,0.17,0.0,4.7,15.3,11.7
20070906,7,2.9,9.0,0.88,1.0285,1.35,0.0,4.9,12.7,20.7,16.7
20070907,4,3.0,10.0,0.82,1.0288,1.69,0.0,7.9,10.9,20.1,16.1
20070908,8,2.2,7.0,0.88,1.0247,0.56,0.11,0.2,10.2,18.7,16.3
20070909,7,2.3,8.0,0.81,1.0214,0.89,0.0,1.9,11.1,17.9,14.6
20070910,8,4.0,13.0,0.87,1.0143,1.02,1.87,2.8,12.2,17.7,14.5
20070911,6,2.8,9.0,0.83,1.0222,0.92,0.03,2.2,8.1,18.4,14.0
20070912,6,1.4,5.0,0.89,1.0272,1.06,0.0,3.2,7.4,19.0,13.4
20070913,5,1.1,4.0,0.87,1.0254,0.92,0.0,2.3,7.2,18.5,12.6
20070914,4,2.4,12.0,0.88,1.0188,1.1,0.02,3.7,5.8,20.4,12.9
20070915,1,1.4,5.0,0.81,1.024,1.76,0.0,9.7,5.9,19.2,12.3
20070916,2,3.8,13.0,0.81,1.0134,1.74,0.0,9.7,7.8,22.1,15.6
20070917,8,2.5,7.0,0.97,1.0084,0.43,1.03,0.0,11.3,15.5,14.0
20070918,6,3.0,13.0,0.82,1.0173,1.36,0.36,6.3,5.7,15.3,10.8
20070919,6,4.4,12.0,0.84,1.0205,1.04,0.03,3.7,5.2,17.1,11.8
20070920,8,5.2,12.0,0.86,1.0183,0.56,0.58,0.5,12.5,17.5,14.9
20070921,6,3.6,10.0,0.84,1.0187,0.93,0.0,3.0,11.1,20.7,15.6
20070922,6,1.4,5.0,0.92,1.0214,0.82,0.0,2.2,9.3,20.7,14.1
20070923,3,2.3,8.0,0.85,1.0197,1.53,0.0,8.8,7.9,23.2,15.7
20070924,4,4.1,17.0,0.88,1.0115,0.85,0.31,2.6,10.0,19.7,13.9
20070925,6,3.3,13.0,0.93,1.0124,1.09,1.43,4.7,9.0,15.9,11.4
20070926,6,2.2,9.0,0.95,1.0143,0.55,0.21,0.7,7.2,12.5,10.0
20070927,4,4.5,12.0,0.83,1.0138,1.37,0.0,7.7,7.8,16.6,12.3
20070928,7,3.6,12.0,0.9,1.007,0.63,0.82,1.3,12.2,16.9,14.0
20070929,8,2.5,8.0,0.96,1.01,0.36,0.48,0.0,11.6,13.6,12.6
20070930,6,2.1,7.0,0.9,1.0219,0.83,0.02,2.9,6.2,16.5,12.2
20071001,8,2.6,6.0,0.91,1.0244,0.35,0.0,0.0,6.1,13.4,10.8
20071002,8,2.9,7.0,0.89,1.0217,0.56,0.0,1.0,10.5,14.6,12.5
20071003,8,1.7,5.0,0.97,1.0184,0.34,1.12,0.0,11.8,15.6,13.6
20071004,5,2.1,7.0,0.95,1.0208,0.69,0.0,2.1,5.8,17.6,12.3
20071005,5,1.3,5.0,0.9,1.0248,0.9,0.0,4.1,4.1,17.8,11.4
20071006,2,2.5,7.0,0.88,1.0243,1.44,0.0,10.3,6.7,17.2,11.6
20071007,0,1.2,4.0,0.9,1.0222,1.31,0.0,8.9,4.7,18.2,10.1
20071008,8,1.2,4.0,0.93,1.0245,0.74,0.0,2.9,3.7,15.7,10.3
20071009,8,2.2,6.0,0.92,1.0235,0.56,0.06,1.4,10.0,14.7,12.2
20071010,5,2.3,6.0,0.88,1.0245,0.91,0.0,4.8,8.4,16.9,12.8
20071011,2,1.6,6.0,0.89,1.0267,1.11,0.0,7.3,4.6,15.8,10.5
20071012,7,2.6,8.0,0.87,1.024,0.81,0.0,4.0,11.1,19.0,14.3
20071013,3,1.5,5.0,0.84,1.0269,1.12,0.0,7.8,7.0,16.5,11.8
20071014,0,2.3,5.0,0.84,1.022,1.26,0.0,9.8,4.8,17.0,10.7
20071015,2,3.0,11.0,0.89,1.0155,1.08,0.0,7.6,6.2,18.7,11.5
20071016,4,3.8,12.0,0.85,1.0156,1.14,0.0,8.7,10.4,18.0,13.6
20071017,7,3.1,11.0,0.91,1.0155,0.49,0.75,1.4,7.1,14.6,11.8
20071018,6,2.4,12.0,0.84,1.0292,0.93,0.05,6.2,6.0,13.3,9.1
20071019,7,1.8,8.0,0.84,1.0339,0.59,0.02,2.4,4.8,11.5,8.5
20071020,4,1.1,3.0,0.81,1.0366,1.08,0.0,8.7,-0.6,11.7,5.2
20071021,7,2.3,8.0,0.88,1.0297,0.62,0.03,2.9,2.7,13.8,9.2
20071022,1,2.8,8.0,0.89,1.028,1.07,0.0,9.0,0.8,9.4,4.8
20071023,0,3.3,10.0,0.83,1.0277,1.06,0.0,9.0,-1.4,9.5,4.0
20071024,8,4.2,10.0,0.83,1.0266,0.44,0.0,1.4,1.9,11.5,8.0
20071025,8,3.3,8.0,0.87,1.0249,0.23,0.0,0.0,7.0,9.9,8.4
20071026,8,2.1,6.0,0.82,1.0233,0.23,0.0,0.0,7.7,9.9,8.5
20071027,8,2.8,8.0,0.85,1.0267,0.23,0.0,0.0,7.7,10.3,9.1
20071028,8,5.0,12.0,0.84,1.0191,0.34,0.18,0.7,8.9,12.1,10.2
20071029,8,2.5,9.0,0.99,1.0117,0.22,0.58,0.0,5.9,10.3,9.0
20071030,5,1.5,8.0,0.94,1.019,0.71,0.4,5.3,2.7,12.5,6.9
20071031,7,2.7,9.0,0.91,1.0283,0.46,0.0,2.1,1.6,14.3,9.4
20071101,8,2.7,7.0,0.91,1.0304,0.27,0.0,0.3,11.5,14.2,12.7
20071102,8,1.8,5.0,0.98,1.0315,0.2,0.02,0.0,12.3,14.9,13.6
20071103,7,1.8,5.0,0.95,1.0283,0.26,0.05,0.3,6.9,14.1,12.0
20071104,8,1.3,5.0,0.88,1.0287,0.25,0.0,0.3,6.7,12.4,9.8
20071105,7,3.3,12.0,0.88,1.0248,0.35,0.6,1.2,7.5,13.0,9.9
20071106,6,3.1,14.0,0.82,1.0259,0.6,0.14,4.6,5.8,11.1,8.5
20071107,6,4.0,12.0,0.85,1.0197,0.18,0.08,0.0,8.5,12.7,10.6
20071108,7,4.0,17.0,0.92,1.0119,0.36,0.77,1.5,5.7,13.0,9.5
20071109,6,4.4,17.0,0.81,1.0146,0.52,0.77,3.8,2.9,8.5,5.7
20071110,8,4.1,14.0,0.85,1.013,0.4,1.15,2.2,5.5,11.4,9.1
20071111,6,4.8,16.0,0.81,1.0098,0.46,0.45,3.1,3.6,11.7,8.3
20071112,4,2.8,11.0,0.81,1.0187,0.56,0.05,4.8,2.0,10.7,5.5
20071113,8,3.2,10.0,0.91,1.0092,0.17,0.08,0.0,2.4,6.1,4.7
20071114,5,2.3,7.0,0.83,1.0155,0.58,0.01,5.4,0.3,6.5,3.2
20071115,4,1.5,4.0,0.81,1.0265,0.62,0.0,6.3,-2.9,6.0,1.8
20071116,5,2.3,6.0,0.92,1.028,0.16,0.0,0.0,-2.5,7.7,3.0
20071117,2,2.4,7.0,0.88,1.0252,0.53,0.0,4.9,-1.9,9.1,2.8
20071118,0,4.2,12.0,0.85,1.0124,0.64,0.0,7.3,-2.6,6.7,2.7
20071119,8,4.3,11.0,0.82,1.008,0.21,0.1,0.4,2.5,5.7,4.4
20071120,8,3.9,9.0,0.79,1.0085,0.31,0.06,1.7,4.8,10.5,7.6
20071121,5,3.5,8.0,0.86,1.0048,0.15,0.07,0.0,6.0,11.2,8.7
20071122,4,3.0,8.0,0.92,1.0053,0.5,0.0,5.1,4.0,12.7,7.4
20071123,5,2.7,13.0,0.9,1.0166,0.3,0.1,1.7,0.6,8.3,4.9
20071124,7,3.6,13.0,0.85,1.022,0.29,0.13,1.6,-0.6,8.2,4.6
20071125,6,3.8,16.0,0.83,1.0178,0.34,0.23,2.4,3.2,8.9,6.5
20071126,7,3.0,13.0,0.79,1.0257,0.3,0.02,1.8,2.2,8.3,5.0
20071127,7,1.9,5.0,0.86,1.0278,0.25,0.0,1.2,1.0,8.6,5.4
20071128,8,4.0,9.0,0.84,1.0186,0.13,0.02,0.0,4.7,7.0,5.9
20071129,6,4.4,11.0,0.91,1.0066,0.13,0.26,0.0,5.0,8.0,6.3
20071130,7,4.8,13.0,0.94,1.006,0.13,0.67,0.0,2.8,9.8,7.2
20071201,6,7.1,16.0,0.8,1.001,0.42,0.26,4.8,7.4,10.8,9.0
20071202,7,7.2,18.0,0.84,0.9913,0.12,1.3,0.0,6.8,11.4,9.0
20071203,7,4.3,14.0,0.82,0.9953,0.33,0.56,3.2,2.6,9.1,6.8
20071204,8,3.8,10.0,0.9,1.0132,0.11,0.06,0.0,4.0,11.3,7.6
20071205,8,6.9,14.0,0.86,1.01,0.11,0.24,0.0,9.8,12.8,11.5
20071206,7,6.2,15.0,0.92,1.0062,0.15,2.39,0.4,8.0,13.1,10.4
20071207,7,7.8,21.0,0.78,0.9952,0.21,0.71,1.3,7.1,13.8,10.1
20071208,7,5.8,17.0,0.86,0.9995,0.23,1.08,1.7,4.2,8.7,6.5
20071209,6,5.0,11.0,0.87,0.9857,0.4,0.51,4.9,6.6,9.4,7.7
20071210,7,3.4,9.0,0.92,1.0016,0.27,0.01,2.4,5.1,8.8,6.9
20071211,4,3.4,10.0,0.83,1.026,0.36,0.0,4.3,0.1,8.0,4.7
20071212,8,1.1,4.0,0.97,1.0378,0.11,0.0,0.0,-1.0,5.3,3.0
20071213,6,1.8,5.0,0.95,1.0424,0.2,0.0,1.2,-1.8,3.9,1.6
20071214,4,1.9,7.0,0.92,1.0404,0.35,0.0,4.0,-2.4,4.3,0.5
20071215,5,3.3,7.0,0.8,1.0382,0.28,0.0,2.7,-1.7,4.1,1.5
20071216,1,3.4,7.0,0.8,1.0394,0.45,0.0,6.4,-3.6,2.3,-1.2
20071217,2,4.7,11.0,0.82,1.0379,0.16,0.0,0.7,-2.5,1.1,-0.7
20071218,2,3.0,6.0,0.89,1.0384,0.36,0.0,4.4,-3.4,0.5,-1.8
20071219,4,2.4,5.0,0.94,1.0404,0.4,0.0,5.3,-4.4,0.1,-3.0
20071220,8,2.0,4.0,0.97,1.0367,0.11,0.0,0.0,-4.7,-3.1,-4.0
20071221,8,1.2,3.0,0.99,1.0295,0.11,0.0,0.0,-5.7,-3.7,-4.5
20071222,3,1.7,4.0,0.98,1.0259,0.46,0.0,6.6,-6.9,0.0,-3.3
20071223,6,1.5,4.0,0.99,1.028,0.42,0.0,5.6,-3.4,7.4,1.5
20071224,7,3.3,8.0,0.95,1.026,0.11,0.0,0.0,-0.4,3.8,1.9
20071225,5,4.8,9.0,0.79,1.0178,0.2,0.07,1.3,0.8,5.2,3.3
20071226,7,3.5,8.0,0.97,1.0247,0.25,0.0,2.1,2.9,5.9,3.9
20071227,8,5.5,10.0,0.95,1.0286,0.11,0.0,0.0,3.2,8.1,5.1
20071228,7,6.0,13.0,0.87,1.0228,0.22,0.0,1.5,5.4,8.3,6.9
20071229,4,6.7,14.0,0.85,1.0119,0.41,0.28,5.3,4.1,8.7,6.4
20071230,6,3.5,11.0,0.83,1.0221,0.21,0.03,1.4,0.0,9.3,6.0
20071231,8,1.5,4.0,0.96,1.0286,0.11,0.15,0.0,-1.0,6.9,3.8
20080101,8,3.2,7.0,0.96,1.026,0.2,0.0,1.2,-0.6,4.5,1.9
20080102,4,4.8,10.0,0.85,1.0204,0.47,0.0,6.5,-2.4,1.8,-0.6
20080103,8,6.0,11.0,0.73,1.0079,0.3,0.01,2.9,-1.8,1.8,0.6
20080104,8,5.5,11.0,0.76,1.007,0.11,0.04,0.0,1.5,5.9,3.3
20080105,7,5.5,13.0,0.89,1.0004,0.22,0.87,1.3,4.6,8.5,6.7
20080106,3,3.3,9.0,0.93,1.0094,0.48,0.14,6.3,1.4,7.8,3.7
20080107,7,6.8,19.0,0.81,1.0079,0.29,0.54,2.5,3.6,9.0,7.1
20080108,6,5.2,12.0,0.87,1.0159,0.14,0.0,0.2,4.2,7.8,6.0
20080109,6,5.9,12.0,0.84,1.0105,0.28,0.12,2.2,4.6,8.7,6.5
20080110,6,6.5,14.0,0.83,1.0077,0.25,0.28,1.7,4.6,10.4,7.6
20080111,8,5.4,12.0,0.88,0.9982,0.15,1.26,0.2,8.4,11.0,9.7
20080112,5,4.9,14.0,0.85,1.0046,0.33,0.05,2.9,2.8,8.6,5.8
20080113,6,5.0,10.0,0.84,1.0114,0.18,0.03,0.5,2.5,9.2,5.6
20080114,7,6.3,13.0,0.81,1.0027,0.25,0.01,1.5,2.3,9.1,6.6
20080115,8,8.5,17.0,0.85,0.9923,0.13,0.82,0.0,7.1,10.1,8.5
20080116,5,5.6,16.0,0.83,0.9946,0.35,0.0,3.0,1.6,9.9,7.2
20080117,7,5.2,13.0,0.92,1.0033,0.13,0.39,0.0,0.8,9.7,6.1
20080118,8,6.9,19.0,0.88,1.0095,0.14,1.0,0.0,7.4,12.3,9.7
20080119,8,5.3,16.0,0.96,1.017,0.14,1.47,0.0,9.7,12.4,10.9
20080120,8,7.4,18.0,0.91,1.018,0.14,0.17,0.0,10.4,12.5,11.6
20080121,8,7.8,17.0,0.9,1.0092,0.14,1.13,0.0,8.7,11.0,10.1
20080122,3,3.4,14.0,0.83,1.0215,0.57,0.09,6.3,0.4,9.3,4.4
20080123,8,5.2,11.0,0.89,1.0261,0.15,0.09,0.0,2.3,10.3,6.9
20080124,6,5.0,13.0,0.83,1.0265,0.15,0.2,0.0,3.2,10.3,8.5
20080125,4,5.9,15.0,0.82,1.0341,0.33,0.0,2.0,2.4,9.2,6.6
20080126,5,6.0,15.0,0.83,1.0309,0.48,0.0,4.2,6.1,11.3,8.2
20080127,8,4.5,13.0,0.84,1.0301,0.36,0.01,2.3,7.6,9.7,8.6
20080128,8,2.4,6.0,0.84,1.0328,0.16,0.0,0.0,7.1,9.6,8.3
20080129,8,3.8,7.0,0.83,1.0274,0.16,0.0,0.0,5.7,7.1,6.4
20080130,5,3.2,9.0,0.88,1.0233,0.37,0.36,2.2,0.6,7.3,4.6
20080131,7,7.9,20.0,0.84,1.0076,0.2,0.55,0.2,1.4,7.3,4.5
20080201,6,7.3,18.0,0.71,0.9947,0.4,0.09,2.5,1.9,7.9,5.9
20080202,5,4.6,14.0,0.79,1.0119,0.65,0.78,6.0,0.4,6.2,3.1
20080203,3,5.6,12.0,0.71,1.0098,0.72,0.0,7.0,0.9,4.8,3.1
20080204,5,5.0,11.0,0.79,1.0023,0.35,0.02,1.6,3.3,8.3,5.9
20080205,7,7.0,14.0,0.89,1.0054,0.22,0.54,0.2,3.7,11.5,7.8
20080206,5,5.0,14.0,0.86,1.0189,0.29,0.13,0.8,1.5,10.8,7.3
20080207,6,3.1,9.0,0.86,1.0357,0.49,0.0,3.1,-0.8,8.1,4.9
20080208,2,3.2,7.0,0.68,1.0353,0.85,0.0,8.1,2.7,11.7,6.8
20080209,0,2.5,6.0,0.66,1.0345,0.89,0.0,8.5,0.9,12.4,5.6
20080210,0,2.5,6.0,0.66,1.0357,0.83,0.0,7.5,-0.3,13.4,5.5
20080211,0,2.5,6.0,0.79,1.0358,0.9,0.0,8.3,-1.3,14.1,5.4
20080212,0,1.7,4.0,0.81,1.0359,0.95,0.0,8.9,-2.3,14.1,5.0
20080213,8,2.3,8.0,0.98,1.0374,0.21,0.0,0.0,-0.8,3.4,1.7
20080214,8,2.5,7.0,0.92,1.0379,0.22,0.0,0.0,0.5,5.0,3.2
20080215,1,4.4,10.0,0.65,1.0406,0.97,0.0,8.5,-1.7,5.2,2.0
20080216,0,3.8,9.0,0.6,1.0449,1.02,0.0,9.0,-3.7,4.2,-0.5
20080217,0,1.6,4.0,0.7,1.0401,1.0,0.0,8.6,-6.9,8.4,-0.7
20080218,3,1.0,4.0,0.89,1.0341,0.94,0.0,7.5,-5.9,8.0,0.4
20080219,6,2.0,5.0,0.96,1.0265,0.39,0.0,1.1,-1.2,5.4,1.7
20080220,8,1.5,5.0,0.96,1.0193,0.5,0.0,2.1,-1.5,4.8,1.1
20080221,8,5.6,15.0,0.92,1.0202,0.25,0.09,0.0,2.4,9.9,7.1
20080222,8,7.3,16.0,0.87,1.0206,0.25,0.03,0.0,8.5,10.8,9.8
20080223,6,4.4,11.0,0.86,1.0255,0.31,0.0,0.3,4.4,10.9,8.4
20080224,8,4.1,12.0,0.77,1.0186,0.6,0.49,2.7,8.3,11.8,9.5
20080225,4,3.5,11.0,0.81,1.019,1.13,0.18,8.7,4.1,10.9,7.9
20080226,5,6.4,14.0,0.83,1.0062,0.5,0.61,1.6,7.2,12.1,9.9
20080227,1,4.6,12.0,0.77,1.0158,1.17,0.0,8.8,3.3,10.4,7.1
20080228,7,2.0,6.0,0.82,1.0199,0.62,0.0,2.6,1.9,11.3,6.9
20080229,7,5.2,19.0,0.88,1.01,0.75,0.96,3.8,1.9,10.1,7.2
20080301,7,8.2,21.0,0.7,1.0005,0.96,0.19,4.9,7.9,11.3,9.4
20080302,6,6.6,19.0,0.71,1.0061,1.01,0.02,5.2,6.0,12.5,9.9
20080303,5,4.9,15.0,0.67,1.0087,1.27,0.0,7.9,1.4,8.6,6.1
20080304,5,4.0,17.0,0.83,1.0195,1.22,0.35,7.1,-0.9,8.1,2.8
20080305,5,3.3,12.0,0.75,1.0297,1.39,0.01,8.8,-1.7,7.9,3.4
20080306,8,4.3,10.0,0.89,1.0209,0.36,0.1,0.0,4.5,8.8,7.4
20080307,7,4.2,11.0,0.87,1.0132,0.57,0.06,1.0,2.2,10.2,6.9
20080308,6,5.2,12.0,0.81,1.0078,0.95,0.0,3.9,2.0,10.3,6.7
20080309,8,5.5,11.0,0.9,0.9985,0.37,0.57,0.0,5.1,9.2,7.7
20080310,7,7.9,18.0,0.81,0.9838,0.76,0.26,2.2,3.8,8.1,6.3
20080311,7,7.6,19.0,0.82,0.9852,0.67,0.68,1.5,4.9,12.0,8.3
20080312,7,8.5,21.0,0.68,0.9952,0.61,0.19,1.0,5.8,9.4,8.0
20080313,6,5.5,16.0,0.73,1.0103,0.92,0.0,3.2,5.7,10.5,8.0
20080314,6,3.3,11.0,0.79,1.0108,1.49,0.0,8.2,1.7,10.9,7.4
20080315,6,3.0,9.0,0.86,1.0077,0.91,0.0,2.9,0.4,13.5,8.0
20080316,8,4.0,10.0,0.92,1.0007,0.41,1.41,0.0,5.6,10.1,8.0
20080317,7,3.6,11.0,0.76,1.0136,0.8,0.02,2.0,0.7,8.6,4.8
20080318,6,3.3,13.0,0.81,1.0152,1.49,0.05,7.6,-0.9,9.3,3.9
20080319,4,4.0,15.0,0.81,1.0167,1.62,0.1,8.6,0.7,8.3,4.0
20080320,8,5.2,15.0,0.87,1.0068,0.62,2.14,0.7,2.1,8.8,5.3
20080321,7,4.0,17.0,0.9,0.9806,1.01,0.88,3.2,0.6,7.1,3.5
20080322,7,3.8,14.0,0.86,0.9924,0.74,0.02,1.3,-1.0,6.4,1.8
20080323,5,2.5,10.0,0.84,0.9991,1.46,0.32,6.6,-4.4,5.9,0.7
20080324,6,3.2,11.0,0.89,0.9949,1.5,0.7,6.8,-0.6,5.9,1.4
20080325,6,3.9,15.0,0.87,1.0016,1.44,0.39,6.2,-2.4,5.4,1.3
20080326,8,1.9,7.0,0.89,1.0008,0.62,0.1,0.5,-0.6,5.7,2.9
20080327,7,2.5,6.0,0.85,1.0008,0.67,0.0,0.7,-1.6,8.8,4.5
20080328,7,5.5,16.0,0.86,1.0034,0.81,0.36,1.4,0.3,10.6,6.7
20080329,6,6.4,15.0,0.68,1.0108,1.77,0.05,8.5,6.6,13.2,9.4
20080330,8,4.6,11.0,0.78,1.0047,0.75,0.18,1.0,8.1,11.3,9.3
20080331,5,2.5,8.0,0.84,1.016,1.2,0.04,3.7,4.7,14.1,9.1
20080401,6,4.6,15.0,0.85,1.0188,0.88,0.34,1.6,3.7,11.9,8.5
20080402,6,4.3,11.0,0.78,1.0211,1.01,0.03,2.3,4.8,11.6,8.5
20080403,8,3.8,9.0,0.82,1.0272,0.9,0.02,1.6,6.0,10.2,7.8
20080404,8,2.5,7.0,0.87,1.0252,0.61,0.0,0.2,5.8,11.7,8.8
20080405,7,2.4,9.0,0.9,1.0096,1.07,1.4,2.5,2.2,9.5,7.0
20080406,4,2.8,9.0,0.71,1.0028,1.99,0.01,9.2,-1.8,8.1,4.1
20080407,4,2.3,10.0,0.8,1.003,1.72,0.0,6.9,-2.3,9.9,3.1
20080408,3,2.3,7.0,0.78,1.0049,1.91,0.0,8.3,-1.7,10.0,3.7
20080409,2,1.8,6.0,0.69,1.0,2.34,0.0,11.8,-2.5,12.6,5.8
20080410,4,1.6,5.0,0.7,0.9996,1.65,0.0,6.1,-1.5,12.6,6.4
20080411,4,2.8,9.0,0.72,1.0001,1.78,0.0,7.0,1.6,13.4,7.8
20080412,3,4.9,14.0,0.77,1.0065,1.77,0.04,6.8,3.5,13.6,7.9
20080413,6,3.0,9.0,0.8,1.0104,1.62,0.0,5.6,3.5,13.4,7.8
20080414,6,2.8,8.0,0.84,1.0143,1.46,0.0,4.4,2.3,11.7,6.4
20080415,5,2.7,11.0,0.79,1.0217,1.78,0.07,6.6,-0.7,10.9,5.6
20080416,3,2.3,7.0,0.7,1.0211,1.77,0.0,6.4,-2.7,10.0,4.6
20080417,2,3.9,10.0,0.69,1.0102,2.28,0.0,10.2,-1.5,11.7,6.2
20080418,4,6.7,13.0,0.73,1.0017,1.98,0.0,7.8,4.2,12.3,8.1
20080419,7,5.9,12.0,0.74,1.001,1.44,0.02,4.0,5.1,12.0,8.9
20080420,4,4.9,10.0,0.7,1.0055,2.29,0.0,10.0,7.6,17.1,11.8
20080421,2,5.9,12.0,0.62,1.0047,2.64,0.0,12.7,6.6,18.5,12.8
20080422,4,4.6,11.0,0.59,1.0103,2.43,0.0,10.9,6.5,18.1,13.2
20080423,6,3.3,10.0,0.73,1.0173,1.83,0.68,6.3,9.1,19.5,13.2
20080424,6,3.5,13.0,0.84,1.0215,1.25,0.14,2.6,7.1,17.8,11.6
20080425,5,2.9,9.0,0.82,1.0271,2.12,0.0,8.2,5.5,15.7,10.7
