DATE,ROMA_cloud_cover,ROMA_humidity,ROMA_pressure,ROMA_global_radiation,ROMA_sunshine,ROMA_temp_min,ROMA_temp_max,ROMA_temp_mean
20030406,4,0.64,1.0055,2.06,8.9,5.8,17.0,11.4
20030407,4,0.4,1.0093,2.63,10.6,3.8,10.2,7.0
20030408,1,0.46,1.0207,2.63,11.9,-1.0,11.0,5.0
20030409,5,0.55,1.0168,1.06,1.7,2.6,10.8,6.7
20030410,7,0.91,1.0071,0.69,0.0,7.8,15.2,11.5
20030411,5,0.78,1.0137,1.74,7.4,7.8,16.0,11.9
20030412,6,0.76,1.0162,1.77,5.0,10.0,18.2,14.1
20030413,2,0.68,1.0177,2.6,10.7,7.8,19.8,13.8
20030414,1,0.64,1.0171,2.58,10.9,7.8,19.8,13.8
20030415,2,0.61,1.0174,2.43,10.5,8.8,20.8,14.8
20030416,4,0.57,1.0173,2.4,9.2,9.8,20.8,15.3
20030417,3,0.52,1.0156,2.2,8.3,9.8,24.0,16.9
20030418,3,0.42,1.0128,2.31,10.0,11.0,21.6,16.3
20030419,2,0.54,1.0125,2.61,10.5,8.4,21.0,14.7
20030420,7,0.63,1.015,1.39,2.3,11.2,17.8,14.5
20030421,6,0.85,1.0125,1.99,9.0,11.2,17.4,14.3
20030422,2,0.7,1.0104,2.61,11.6,9.2,20.2,14.7
20030423,2,0.73,1.0112,2.57,10.8,9.0,20.4,14.7
20030424,1,0.7,1.0153,2.65,11.8,10.0,21.6,15.8
20030425,3,0.72,1.0194,2.49,10.0,10.0,22.0,16.0
20030426,3,0.62,1.0197,2.49,9.1,10.0,22.0,16.0
20030427,4,0.6,1.0158,2.06,7.4,13.8,21.8,17.8
20030428,2,0.71,1.0189,2.76,11.8,11.6,22.0,16.8
20030429,2,0.66,1.0208,2.77,12.0,10.6,24.4,17.5
20030430,4,0.47,1.0216,2.26,6.0,13.2,28.2,20.7
20030501,5,0.39,1.0211,1.56,0.6,16.2,23.8,20.0
20030502,5,0.48,1.0193,2.6,10.5,13.0,27.8,20.4
20030503,2,0.63,1.0179,2.7,10.9,13.8,26.4,20.1
20030504,1,0.6,1.0201,2.81,11.7,14.0,26.2,20.1
20030505,0,0.56,1.0177,2.81,12.0,14.0,29.0,21.5
20030506,3,0.45,1.0163,2.66,11.3,15.0,31.4,23.2
20030507,4,0.5,1.019,2.11,7.7,16.6,31.0,23.8
20030508,5,0.63,1.0197,1.48,2.8,17.2,29.0,23.1
20030509,6,0.6,1.0167,1.74,3.7,16.8,29.2,23.0
20030510,6,0.58,1.016,1.23,0.5,15.8,27.0,21.4
20030511,4,0.64,1.0163,2.53,10.5,17.4,28.4,22.9
20030512,1,0.55,1.0157,2.79,12.1,14.6,28.0,21.3
20030513,1,0.69,1.0145,2.87,12.2,15.0,25.8,20.4
20030514,1,0.74,1.0125,2.87,12.2,13.4,25.2,19.3
20030515,3,0.7,1.0144,2.06,8.0,15.0,24.0,19.5
20030516,4,0.69,1.0156,1.76,6.5,13.8,23.0,18.4
20030517,4,0.76,1.0163,2.35,7.5,13.2,23.2,18.2
20030518,5,0.75,1.0184,2.56,9.0,13.0,23.4,18.2
20030519,2,0.65,1.0197,2.92,12.8,13.8,27.2,20.5
20030520,3,0.67,1.0169,2.3,10.2,15.4,23.8,19.6
20030521,3,0.57,1.0161,2.59,10.2,14.2,22.0,18.1
20030522,1,0.37,1.0182,3.12,12.3,10.8,24.4,17.6
20030523,1,0.34,1.0146,3.1,12.5,12.0,26.8,19.4
20030524,0,0.5,1.0113,3.01,12.7,13.0,26.4,19.7
20030525,1,0.52,1.0115,3.03,12.6,14.2,26.4,20.3
20030526,5,0.66,1.0141,1.78,4.0,14.8,26.2,20.5
20030527,6,0.75,1.0142,1.57,0.8,16.2,25.8,21.0
20030528,2,0.74,1.0111,2.18,9.2,14.8,27.6,21.2
20030529,3,0.62,1.009,2.97,12.0,16.8,30.4,23.6
20030530,4,0.73,1.0114,2.41,9.0,17.6,27.8,22.7
20030531,5,0.72,1.0128,2.11,5.5,17.4,27.0,22.2
20030601,3,0.68,1.0122,2.87,10.9,16.0,27.8,21.9
20030602,3,0.66,1.0121,2.58,10.3,16.2,27.4,21.8
20030603,5,0.67,1.0142,2.51,9.6,17.2,29.2,23.2
20030604,2,0.67,1.0169,2.84,12.2,17.2,29.8,23.5
20030605,4,0.62,1.0197,2.9,12.0,20.0,28.8,24.4
20030606,3,0.67,1.0192,2.72,9.7,19.6,30.0,24.8
20030607,2,0.7,1.0169,2.58,10.5,19.0,29.6,24.3
20030608,3,0.73,1.0159,2.81,11.1,19.4,30.0,24.7
20030609,3,0.58,1.016,2.77,10.4,19.4,32.8,26.1
20030610,2,0.48,1.0162,2.92,12.5,19.6,33.8,26.7
20030611,1,0.44,1.0168,2.96,12.2,21.0,33.6,27.3
20030612,1,0.38,1.0173,2.78,12.2,21.4,34.4,27.9
20030613,3,0.56,1.0169,2.69,11.1,21.4,34.6,28.0
20030614,3,0.52,1.0153,2.68,9.5,23.0,35.0,29.0
20030615,2,0.54,1.0122,2.9,12.4,22.0,35.4,28.7
20030616,2,0.64,1.0087,2.86,10.9,21.0,33.4,27.2
20030617,2,0.69,1.0101,2.73,10.9,21.8,30.8,26.3
20030618,4,0.78,1.0128,2.08,6.8,20.2,30.0,25.1
20030619,2,0.57,1.014,2.95,11.0,19.6,32.8,26.2
20030620,1,0.43,1.0146,2.91,12.5,18.8,33.4,26.1
20030621,0,0.53,1.012,3.08,13.2,19.6,33.0,26.3
20030622,0,0.52,1.0134,3.11,12.2,19.4,32.4,25.9
20030623,2,0.5,1.0171,2.99,12.5,19.4,33.0,26.2
20030624,0,0.37,1.0187,3.12,12.8,19.0,34.2,26.6
20030625,1,0.5,1.0166,2.89,12.0,20.8,34.4,27.6
20030626,1,0.61,1.0129,2.85,12.0,21.4,35.0,28.2
20030627,2,0.63,1.0102,2.94,11.8,20.2,33.0,26.6
20030628,2,0.72,1.0108,2.86,12.1,22.0,34.0,28.0
20030629,2,0.68,1.0106,2.81,12.3,23.2,32.0,27.6
20030630,1,0.65,1.0112,2.98,12.0,21.2,34.0,27.6
20030701,1,0.6,1.0083,2.99,12.4,21.0,33.4,27.2
20030702,1,0.58,1.0084,2.8,12.0,23.0,30.0,26.5
20030703,1,0.56,1.0125,3.07,13.0,21.0,30.0,25.5
20030704,2,0.66,1.0125,2.94,11.6,20.8,28.6,24.7
20030705,2,0.62,1.0119,2.93,12.4,17.8,29.4,23.6
20030706,1,0.67,1.0151,2.91,12.3,19.4,29.2,24.3
20030707,2,0.56,1.0169,2.98,12.4,18.6,31.4,25.0
20030708,1,0.5,1.0156,2.94,12.5,18.8,32.8,25.8
20030709,2,0.53,1.0147,2.96,12.4,19.4,31.0,25.2
20030710,3,0.64,1.0146,2.71,10.8,19.6,30.2,24.9
20030711,1,0.68,1.0154,2.91,12.7,20.0,31.0,25.5
20030712,1,0.66,1.0163,2.86,12.2,20.6,32.2,26.4
20030713,0,0.59,1.0146,2.94,12.4,19.6,32.0,25.8
20030714,1,0.57,1.0117,2.84,12.5,19.8,32.4,26.1
20030715,1,0.64,1.0127,2.83,12.2,22.8,32.8,27.8
20030716,2,0.5,1.014,2.48,8.3,21.6,33.8,27.7
20030717,1,0.59,1.0152,2.74,11.7,23.8,34.0,28.9
20030718,2,0.49,1.0159,2.53,12.0,20.8,33.6,27.2
20030719,0,0.51,1.0155,2.78,12.2,21.2,33.4,27.3
20030720,0,0.5,1.0153,2.92,13.8,20.8,33.0,26.9
20030721,0,0.52,1.0174,2.81,12.3,21.6,34.0,27.8
20030722,1,0.45,1.019,2.69,11.8,21.6,36.6,29.1
20030723,0,0.49,1.0161,2.67,11.4,22.8,34.6,28.7
20030724,2,0.74,1.0126,2.45,10.1,24.6,34.4,29.5
20030725,1,0.6,1.0126,2.75,11.8,22.8,33.4,28.1
20030726,1,0.56,1.0136,2.79,12.5,20.6,33.8,27.2
20030727,0,0.63,1.0142,2.69,12.5,20.6,34.8,27.7
20030728,1,0.63,1.0144,2.67,12.2,22.6,33.6,28.1
20030729,3,0.69,1.0134,2.28,11.6,22.6,32.6,27.6
20030730,1,0.61,1.0123,2.42,11.4,21.8,32.0,26.9
20030731,4,0.65,1.0087,1.81,7.6,19.4,30.4,24.9
20030801,5,0.77,1.0083,0.8,0.6,17.8,26.4,22.1
20030802,3,0.6,1.0122,1.98,9.1,20.8,32.6,26.7
20030803,2,0.53,1.0161,2.5,12.0,20.6,35.0,27.8
20030804,1,0.55,1.0184,2.53,11.2,21.4,35.2,28.3
20030805,1,0.41,1.0181,2.72,12.0,21.4,37.6,29.5
20030806,2,0.42,1.0171,2.38,9.5,22.0,37.6,29.8
20030807,2,0.47,1.0158,2.5,10.4,23.2,37.4,30.3
20030808,1,0.53,1.0153,2.48,11.5,22.0,35.6,28.8
20030809,2,0.45,1.0152,2.52,11.3,21.2,36.6,28.9
20030810,2,0.45,1.0143,2.61,11.3,20.6,37.0,28.8
20030811,2,0.49,1.0158,2.45,10.5,22.4,35.4,28.9
20030812,3,0.46,1.0192,2.49,10.4,22.0,37.4,29.7
20030813,3,0.52,1.0191,2.3,9.0,23.0,36.2,29.6
20030814,1,0.69,1.0164,2.44,11.3,23.2,34.4,28.8
20030815,3,0.65,1.0134,2.3,9.1,22.2,33.0,27.6
20030816,1,0.6,1.014,2.36,11.3,22.4,34.0,28.2
20030817,0,0.39,1.017,2.5,11.6,20.2,36.2,28.2
20030818,2,0.42,1.0188,2.21,10.0,21.0,37.2,29.1
20030819,3,0.52,1.0171,1.33,5.4,22.2,34.6,28.4
20030820,0,0.56,1.014,2.45,11.4,21.2,35.6,28.4
20030821,1,0.53,1.0135,2.48,11.5,21.6,35.6,28.6
20030822,1,0.64,1.0157,2.41,10.3,22.4,33.6,28.0
20030823,2,0.68,1.0165,2.38,10.8,23.4,34.0,28.7
20030824,1,0.6,1.0137,2.42,11.3,21.4,34.0,27.7
20030825,5,0.69,1.0094,1.37,4.2,18.6,32.0,25.3
20030826,5,0.75,1.0091,2.01,9.0,19.0,29.4,24.2
20030827,1,0.68,1.0106,2.45,12.0,18.6,31.8,25.2
20030828,2,0.77,1.0123,2.28,11.4,22.8,33.2,28.0
20030829,4,0.61,1.0108,1.86,3.5,23.6,32.6,28.1
20030830,2,0.72,1.0131,2.15,11.3,24.2,30.8,27.5
20030831,2,0.72,1.0129,2.25,11.2,23.2,31.0,27.1
20030901,3,0.73,1.0125,1.97,9.0,22.0,29.8,25.9
20030902,3,0.71,1.0138,2.23,11.2,20.0,29.6,24.8
20030903,5,0.8,1.018,0.96,2.1,16.0,25.0,20.5
20030904,1,0.53,1.0236,2.24,11.5,13.0,27.2,20.1
20030905,5,0.68,1.0228,1.72,7.3,14.8,27.4,21.1
20030906,5,0.67,1.0182,1.36,4.7,18.0,26.8,22.4
20030907,3,0.62,1.0154,2.17,11.2,16.2,29.2,22.7
20030908,5,0.86,1.0072,1.31,4.5,17.2,25.0,21.1
20030909,5,0.82,1.0041,0.67,0.8,16.0,24.8,20.4
20030910,5,0.83,1.0069,1.4,5.2,16.0,25.2,20.6
20030911,1,0.76,1.0118,1.87,9.0,15.2,27.4,21.3
20030912,1,0.66,1.0152,2.04,10.6,16.4,28.0,22.2
20030913,2,0.52,1.0184,2.0,10.4,14.0,26.0,20.0
20030914,4,0.58,1.0176,1.33,5.0,14.4,25.2,19.8
20030915,2,0.59,1.0198,2.06,11.1,13.0,26.2,19.6
20030916,0,0.55,1.02,2.04,11.1,12.6,27.4,20.0
20030917,1,0.7,1.021,2.0,10.8,15.2,26.4,20.8
20030918,1,0.74,1.0217,1.94,10.4,15.0,27.2,21.1
20030919,0,0.72,1.0222,1.97,10.8,15.0,28.4,21.7
20030920,0,0.63,1.024,1.89,10.2,15.2,29.0,22.1
20030921,0,0.67,1.0231,1.93,10.7,15.0,28.6,21.8
20030922,1,0.74,1.0197,1.85,10.1,17.0,27.0,22.0
20030923,2,0.75,1.0172,0.64,1.0,16.8,26.6,21.7
20030924,5,0.87,1.0179,1.24,5.0,18.0,25.0,21.5
20030925,4,0.82,1.0209,1.28,5.4,16.0,25.6,20.8
20030926,1,0.62,1.021,1.84,10.5,14.0,26.0,20.0
20030927,2,0.72,1.0194,1.69,9.2,12.0,26.6,19.3
20030928,7,0.89,1.0147,0.72,1.6,16.8,23.0,19.9
20030929,5,0.85,1.0105,1.46,7.3,16.6,24.0,20.3
20030930,3,0.82,1.0143,1.68,9.5,15.2,25.4,20.3
20031001,6,0.77,1.0156,0.94,3.2,15.4,25.4,20.4
20031002,6,0.77,1.0157,1.1,4.5,16.6,27.0,21.8
20031003,3,0.86,1.0143,1.55,8.6,17.4,27.0,22.2
20031004,5,0.86,1.0108,1.17,5.2,17.4,24.8,21.1
20031005,7,0.8,1.0061,0.46,0.4,15.8,20.2,18.0
20031006,2,0.63,1.0139,1.7,10.5,10.2,21.2,15.7
20031007,6,0.76,1.0156,1.25,6.2,13.6,21.2,17.4
20031008,4,0.58,1.0083,1.47,8.4,11.2,20.8,16.0
20031009,4,0.68,1.0144,1.42,8.0,9.0,21.8,15.4
20031010,1,0.81,1.0204,1.56,9.6,11.6,23.6,17.6
20031011,3,0.88,1.0232,1.29,7.0,12.0,23.4,17.7
20031012,2,0.83,1.022,1.52,9.5,12.4,24.2,18.3
20031013,3,0.85,1.0192,1.08,5.2,12.2,23.4,17.8
20031014,5,0.8,1.0175,1.25,6.9,13.6,23.6,18.6
20031015,6,0.66,1.0154,0.62,1.6,14.4,22.4,18.4
20031016,2,0.65,1.0163,1.33,8.0,11.6,22.0,16.8
20031017,6,0.59,1.0181,0.55,1.2,11.0,17.8,14.4
20031018,6,0.74,1.0108,0.81,3.2,10.8,20.0,15.4
20031019,4,0.89,1.008,1.08,5.8,11.2,21.2,16.2
20031020,6,0.93,1.0063,0.5,1.0,14.0,21.4,17.7
20031021,6,0.9,1.0085,0.62,1.9,17.4,21.0,19.2
20031022,8,0.98,1.0089,0.27,0.0,14.0,18.4,16.2
20031023,5,0.86,1.005,0.48,1.0,12.2,19.0,15.6
20031024,5,0.74,1.0083,0.96,5.0,10.2,17.8,14.0
20031025,2,0.83,1.0169,1.3,8.8,7.4,18.4,12.9
20031026,5,0.84,1.0154,0.95,5.1,6.4,18.2,12.3
20031027,6,0.88,1.0106,1.31,9.2,8.8,19.0,13.9
20031028,5,0.92,1.0178,0.41,0.7,6.6,14.6,10.6
20031029,6,0.95,1.0101,0.47,1.1,11.0,18.2,14.6
20031030,5,0.83,1.0018,0.76,3.6,10.0,17.2,13.6
20031031,6,0.85,1.0041,0.58,2.0,12.8,18.2,15.5
20031101,7,0.92,0.9999,0.24,0.0,14.8,20.4,17.6
20031102,4,0.87,1.0088,0.99,7.3,11.2,19.2,15.2
20031103,1,0.86,1.0197,1.26,8.4,8.6,19.2,13.9
20031104,2,0.86,1.0229,1.15,9.0,8.6,17.8,13.2
20031105,1,0.77,1.024,1.22,8.7,8.0,21.2,14.6
20031106,4,0.85,1.022,0.93,5.2,7.8,19.4,13.6
20031107,7,0.7,1.0186,0.68,2.3,11.6,18.2,14.9
20031108,6,0.88,1.0209,0.52,0.8,13.6,20.0,16.8
20031109,2,0.84,1.0225,1.11,8.5,10.6,21.2,15.9
20031110,3,0.91,1.0183,1.05,8.7,8.6,20.6,14.6
20031111,5,0.88,1.0194,0.48,1.0,8.6,14.6,11.6
20031112,8,0.94,1.0218,0.26,0.6,9.2,13.0,11.1
20031113,6,0.92,1.023,0.76,2.8,11.0,16.4,13.7
20031114,4,0.88,1.0243,0.92,6.5,9.2,17.8,13.5
20031115,7,0.93,1.022,0.14,0.0,8.6,15.4,12.0
20031116,6,0.83,1.0196,0.56,2.6,11.0,18.2,14.6
20031117,5,0.87,1.0215,0.69,4.2,13.0,20.6,16.8
20031118,2,0.93,1.0249,0.95,7.4,11.0,20.6,15.8
20031119,1,0.94,1.0254,0.85,9.2,9.0,19.8,14.4
20031120,4,0.97,1.023,0.51,1.4,9.0,18.0,13.5
20031121,6,0.95,1.0188,0.39,0.0,10.8,17.6,14.2
20031122,3,0.87,1.0179,0.71,5.4,11.0,19.8,15.4
20031123,4,0.92,1.0172,0.79,6.3,11.0,19.2,15.1
20031124,5,0.89,1.0136,0.41,2.3,12.6,19.0,15.8
20031125,4,0.91,1.0123,0.82,7.0,10.8,20.4,15.6
20031126,7,0.96,1.0057,0.33,0.7,14.0,17.4,15.7
20031127,7,0.96,1.0056,0.4,1.7,11.0,17.0,14.0
20031128,7,0.91,1.0025,0.32,0.7,9.8,13.4,11.6
20031129,5,0.92,1.0103,0.81,5.7,6.2,13.8,10.0
20031130,2,0.94,1.0167,0.68,4.4,3.0,12.0,7.5
20031201,5,0.9,1.0175,0.25,0.5,5.0,15.2,10.1
20031202,3,0.81,1.0206,0.68,3.6,10.0,18.2,14.1
20031203,2,0.81,1.0197,0.83,7.5,7.8,19.2,13.5
20031204,5,0.77,1.0211,0.54,2.5,10.0,20.0,15.0
20031205,5,0.93,1.0236,0.6,4.3,11.2,20.0,15.6
20031206,5,0.97,1.0176,0.45,3.2,9.6,16.6,13.1
20031207,5,0.93,1.0127,0.24,1.1,3.4,11.8,7.6
20031208,2,0.55,1.0164,0.92,7.1,3.0,8.2,5.6
20031209,7,0.83,1.0144,0.15,1.0,3.0,8.0,5.5
20031210,7,0.78,1.0148,0.19,0.0,6.6,14.0,10.3
20031211,7,0.87,1.017,0.35,0.7,7.4,15.6,11.5
20031212,4,0.88,1.0161,0.73,4.7,9.6,15.8,12.7
20031213,1,0.85,1.0186,0.82,8.0,7.0,15.4,11.2
20031214,6,0.93,1.0113,0.27,0.8,4.6,13.2,8.9
20031215,0,0.71,1.0061,0.84,8.2,5.0,13.2,9.1
20031216,1,0.5,1.0157,0.87,8.2,2.0,9.2,5.6
20031217,2,0.46,1.0269,0.84,7.0,-2.2,9.8,3.8
20031218,3,0.72,1.0288,0.67,5.1,1.0,11.2,6.1
20031219,5,0.81,1.0256,0.63,3.8,1.6,11.8,6.7
20031220,3,0.76,1.025,0.69,6.0,4.0,12.0,8.0
20031221,6,0.96,1.02,0.12,0.0,2.0,12.0,7.0
20031222,5,0.74,1.0062,0.55,4.5,4.2,13.0,8.6
20031223,5,0.63,1.0047,0.28,1.4,3.0,6.2,4.6
20031224,3,0.52,1.0132,0.68,5.2,2.0,8.0,5.0
20031225,0,0.72,1.0199,0.83,8.1,0.0,8.2,4.1
20031226,0,0.79,1.0214,0.82,8.1,-1.2,9.4,4.1
20031227,4,0.86,1.0203,0.65,6.0,-0.8,11.6,5.4
20031228,7,0.84,1.0134,0.33,1.0,7.8,11.4,9.6
20031229,8,0.94,1.0076,0.09,0.0,9.0,11.0,10.0
20031230,7,0.96,1.0069,0.15,0.3,6.4,10.0,8.2
20031231,6,0.93,1.0061,0.12,0.2,4.6,9.0,6.8
20040101,4,0.9,1.0062,0.63,4.4,2.6,11.0,6.8
20040102,5,0.98,1.0017,0.17,0.0,0.8,6.0,3.4
20040103,1,0.78,1.0033,0.89,7.8,1.0,10.4,5.7
20040104,2,0.78,1.0095,0.87,7.4,-0.4,7.0,3.3
20040105,0,0.82,1.0168,0.93,8.2,-2.6,8.2,2.8
20040106,2,0.84,1.0217,0.87,7.4,-2.4,8.2,2.9
20040107,6,0.92,1.0218,0.33,1.0,-0.2,8.2,4.0
20040108,7,0.96,1.0186,0.17,0.0,5.2,8.8,7.0
20040109,6,0.97,1.0126,0.17,0.0,5.0,9.0,7.0
20040110,4,0.93,1.0107,0.61,3.8,2.4,9.8,6.1
20040111,2,0.68,1.0199,0.97,8.4,0.0,11.0,5.5
20040112,7,0.86,1.017,0.18,0.0,4.2,12.0,8.1
20040113,6,0.91,1.0095,0.45,2.0,8.4,13.6,11.0
20040114,7,0.95,1.0049,0.18,0.0,8.6,14.0,11.3
20040115,3,0.62,1.0051,0.93,7.5,2.2,12.6,7.4
20040116,4,0.76,1.0161,0.38,1.2,-0.6,10.4,4.9
20040117,6,0.87,1.0121,0.35,1.0,8.0,11.6,9.8
20040118,6,0.95,1.0063,0.36,1.0,8.0,12.8,10.4
20040119,7,0.95,1.0097,0.4,1.3,5.6,9.6,7.6
20040120,7,0.9,1.0083,0.41,1.4,6.0,10.2,8.1
20040121,2,0.73,1.0047,1.0,7.9,3.6,10.4,7.0
20040122,0,0.41,1.0134,1.05,8.5,-1.0,6.0,2.5
20040123,4,0.8,1.0167,0.2,0.0,-3.2,1.8,-0.7
20040124,1,0.58,1.0151,1.1,8.9,-3.4,5.2,0.9
20040125,5,0.71,1.0119,0.31,0.5,-4.0,5.0,0.5
20040126,5,0.84,1.0109,0.35,0.8,-3.4,7.6,2.1
20040127,7,0.92,1.0013,0.34,0.7,5.8,9.4,7.6
20040128,7,0.86,0.9979,0.58,2.6,3.0,8.8,5.9
20040129,4,0.88,1.002,0.84,5.2,-0.2,8.4,4.1
20040130,2,0.58,1.0165,1.14,8.7,0.0,7.6,3.8
20040131,1,0.67,1.0305,1.12,8.3,-3.8,9.2,2.7
20040201,4,0.81,1.0302,0.59,2.5,0.0,10.4,5.2
20040202,3,0.86,1.031,1.15,8.5,0.0,11.6,5.8
20040203,3,0.87,1.0313,1.09,8.4,2.4,12.4,7.4
20040204,3,0.87,1.0333,1.18,8.3,2.8,14.0,8.4
20040205,3,0.9,1.0335,0.94,5.2,2.2,11.2,6.7
20040206,3,0.87,1.0319,0.62,1.4,1.8,11.6,6.7
20040207,6,0.9,1.0266,0.25,0.0,3.8,10.8,7.3
20040208,5,0.85,1.0206,1.23,8.4,7.8,13.6,10.7
20040209,2,0.74,1.0202,1.31,8.7,3.0,14.0,8.5
20040210,2,0.71,1.0275,0.87,6.2,2.4,12.6,7.5
20040211,5,0.84,1.021,0.65,0.2,2.8,10.8,6.8
20040212,1,0.68,1.0189,1.42,8.6,1.8,10.4,6.1
20040213,4,0.79,1.0279,0.68,3.0,-0.6,8.0,3.7
20040214,6,0.89,1.024,0.36,0.9,1.8,8.2,5.0
20040215,7,0.88,1.0181,0.65,0.6,5.2,10.8,8.0
20040216,4,0.87,1.019,0.86,3.4,2.8,13.0,7.9
20040217,2,0.74,1.0233,1.48,9.7,2.2,12.2,7.2
20040218,3,0.86,1.0187,0.83,4.6,0.8,11.0,5.9
20040219,8,0.94,1.009,0.07,0.0,7.0,10.2,8.6
20040220,6,0.69,1.0144,1.14,2.7,5.2,21.0,13.1
20040221,7,0.45,1.0153,0.29,0.0,12.6,18.4,15.5
20040222,8,0.91,1.0079,0.17,0.0,12.0,13.4,12.7
20040223,6,0.82,1.0077,0.94,6.0,9.8,13.4,11.6
20040224,6,0.83,1.0087,0.3,0.4,4.8,11.2,8.0
20040225,5,0.89,1.0111,0.5,0.0,2.8,11.4,7.1
20040226,8,0.96,0.9997,0.21,0.0,7.8,13.0,10.4
20040227,6,0.72,0.9973,0.83,1.8,6.0,10.2,8.1
20040228,7,0.83,0.9977,0.86,4.4,4.4,9.4,6.9
20040229,7,0.8,1.0072,0.96,0.6,2.0,8.6,5.3
20040301,6,0.88,1.0131,0.85,2.6,1.2,8.0,4.6
20040302,3,0.7,1.0198,1.82,10.0,0.6,9.2,4.9
20040303,0,0.57,1.023,1.86,10.0,0.0,10.6,5.3
20040304,1,0.49,1.0194,1.87,10.2,1.8,13.6,7.7
20040305,4,0.73,1.0182,1.4,7.9,2.4,13.0,7.7
20040306,6,0.64,1.02,1.41,4.6,4.8,13.2,9.0
20040307,7,0.92,1.0141,0.55,2.0,7.0,12.6,9.8
20040308,7,0.85,1.0137,1.41,6.4,3.0,10.2,6.6
20040309,2,0.66,1.0166,1.66,8.5,1.8,10.4,6.1
20040310,5,0.72,1.0217,0.68,1.2,1.0,10.4,5.7
20040311,7,0.91,1.0141,0.71,1.3,5.0,10.0,7.5
20040312,3,0.85,1.0211,1.79,9.3,2.0,13.2,7.6
20040313,4,0.8,1.0265,1.57,7.2,3.4,15.4,9.4
20040314,3,0.83,1.0304,1.51,6.6,5.4,15.8,10.6
20040315,3,0.89,1.0321,1.76,8.6,6.2,17.4,11.8
20040316,1,0.88,1.0321,1.81,9.0,7.0,18.4,12.7
20040317,2,0.96,1.0307,1.86,9.3,6.8,17.2,12.0
20040318,7,0.97,1.0296,0.52,0.3,8.4,14.8,11.6
20040319,6,0.89,1.0285,1.21,4.0,9.6,14.2,11.9
20040320,8,0.86,1.027,0.4,0.0,10.0,13.6,11.8
20040321,7,0.89,1.0218,0.4,0.0,11.0,14.6,12.8
20040322,7,0.88,1.0137,0.98,2.4,8.8,15.0,11.9
20040323,6,0.83,1.0036,1.28,4.2,7.2,12.4,9.8
20040324,5,0.81,1.0035,1.43,5.2,6.4,12.0,9.2
20040325,6,0.76,1.0096,1.58,6.2,8.0,12.4,10.2
20040326,5,0.76,1.0069,1.6,6.3,6.0,13.0,9.5
20040327,3,0.79,1.0101,1.97,9.1,3.8,13.6,8.7
20040328,5,0.77,1.0145,1.95,8.8,4.4,16.2,10.3
20040329,5,0.76,1.0157,1.14,3.0,5.4,16.0,10.7
20040330,7,0.79,1.0155,0.44,0.0,8.6,14.0,11.3
20040331,8,0.95,1.0143,0.67,0.6,10.6,14.8,12.7
20040401,7,0.92,1.0115,1.16,3.0,9.8,16.0,12.9
20040402,3,0.9,1.0171,2.23,10.6,8.2,17.2,12.7
20040403,5,0.91,1.0224,1.5,5.0,9.0,16.2,12.6
20040404,3,0.88,1.0244,2.22,10.3,8.0,17.2,12.6
20040405,5,0.83,1.0211,1.88,7.6,8.0,17.0,12.5
20040406,6,0.82,1.0119,1.07,2.3,12.0,14.4,13.2
20040407,5,0.87,1.0081,1.56,5.2,11.0,14.8,12.9
20040408,3,0.78,1.0121,2.28,10.4,8.6,15.2,11.9
20040409,8,0.84,1.0065,0.47,0.0,9.0,15.2,12.1
20040410,7,0.9,1.0067,1.13,2.5,10.0,15.0,12.5
20040411,7,0.88,1.0093,0.59,0.2,8.8,15.4,12.1
20040412,8,0.95,1.0085,0.85,1.1,10.6,13.8,12.2
20040413,6,0.89,1.0124,1.64,5.4,9.6,14.2,11.9
20040414,4,0.83,1.0172,1.68,5.6,8.8,15.0,11.9
20040415,3,0.79,1.0233,1.64,5.3,7.2,16.4,11.8
20040416,7,0.89,1.0164,0.49,0.0,9.6,15.2,12.4
20040417,8,0.96,1.0048,0.5,0.0,12.6,17.2,14.9
20040418,7,0.91,1.0035,1.7,5.5,12.2,16.8,14.5
20040419,7,0.93,0.9988,0.98,1.5,7.6,16.2,11.9
20040420,5,0.83,1.0028,1.95,7.1,7.8,17.4,12.6
20040421,1,0.81,1.0143,2.62,12.0,7.8,19.6,13.7
20040422,2,0.86,1.0149,2.58,11.6,9.6,20.6,15.1
20040423,7,0.93,1.0128,1.1,2.0,11.6,18.4,15.0
20040424,7,0.89,1.0115,1.47,3.9,12.4,19.2,15.8
20040425,8,0.96,1.01,0.52,0.0,9.2,14.0,11.6
20040426,4,0.83,1.0112,2.06,7.5,8.8,21.4,15.1
20040427,4,0.81,1.0124,2.08,7.6,12.0,19.2,15.6
20040428,2,0.8,1.0136,2.82,11.6,10.2,19.8,15.0
20040429,7,0.77,1.0084,0.87,0.3,10.8,19.6,15.2
20040430,7,0.93,1.0042,0.96,0.3,12.8,17.8,15.3
20040501,4,0.87,1.0095,2.18,8.3,11.0,19.4,15.2
20040502,4,0.82,1.0125,2.32,9.2,11.0,19.2,15.1
20040503,5,0.64,1.0055,1.97,6.8,10.8,24.4,17.6
20040504,6,0.74,0.9978,2.42,9.8,14.0,19.0,16.5
20040505,7,0.91,0.9951,1.29,2.8,11.8,16.6,14.2
20040506,7,0.89,0.997,1.12,2.0,10.0,15.6,12.8
20040507,5,0.81,1.0066,1.76,5.4,10.0,16.2,13.1
