DATE,HEATHROW_cloud_cover,HEATHROW_humidity,HEATHROW_pressure,HEATHROW_global_radiation,HEATHROW_precipitation,HEATHROW_sunshine,HEATHROW_temp_min,HEATHROW_temp_max,HEATHROW_temp_mean
20070730,2,0.61,1.021,2.48,0.0,9.0,8.9,20.6,14.8
20070731,1,0.6,1.0202,2.95,0.0,12.8,9.9,21.8,15.8
20070801,3,0.58,1.0143,2.59,0.0,10.0,11.6,24.2,17.9
20070802,4,0.72,1.0133,1.69,0.04,3.9,13.3,19.9,16.6
20070803,1,0.67,1.0212,2.71,0.0,11.1,11.9,24.9,18.4
20070804,1,0.65,1.0202,3.03,0.0,13.9,14.8,26.2,20.5
20070805,0,0.64,1.0105,2.98,0.0,13.6,14.7,29.0,21.8
20070806,3,0.65,1.0095,2.3,0.0,8.2,15.8,23.6,19.7
20070807,3,0.67,1.0158,2.46,0.34,9.5,11.2,22.7,17.0
20070808,4,0.57,1.0199,2.6,0.0,10.7,11.9,21.7,16.8
20070809,1,0.58,1.0207,2.39,0.0,9.1,11.9,21.7,16.8
20070810,0,0.59,1.0189,2.85,0.0,13.0,10.5,24.4,17.4
20070811,0,0.66,1.0148,2.78,0.0,12.5,12.7,25.8,19.2
20070812,3,0.65,1.0089,1.79,0.0,5.0,12.9,22.7,17.8
20070813,4,0.69,1.0095,1.85,0.62,5.5,11.1,22.1,16.6
20070814,8,0.9,1.0005,0.66,0.6,0.0,14.9,19.5,17.2
20070815,7,0.84,0.9963,1.21,1.24,1.8,15.3,22.1,18.7
20070816,2,0.72,1.0093,2.22,0.0,8.4,10.9,19.6,15.2
20070817,4,0.7,1.0162,1.78,0.04,5.3,10.3,20.1,15.2
20070818,8,0.87,1.0104,0.8,0.58,0.3,14.3,19.3,16.8
20070819,8,0.93,1.006,0.64,0.16,0.0,15.2,17.8,16.5
20070820,7,0.84,1.0071,0.82,0.04,0.4,12.4,16.4,14.4
20070821,8,0.9,1.0133,0.63,0.04,0.0,12.9,17.0,15.0
20070822,8,0.85,1.0149,0.62,0.2,0.0,14.9,17.1,16.0
20070823,8,0.9,1.0169,0.62,0.18,0.0,14.2,18.3,16.2
20070824,6,0.89,1.0247,0.88,0.02,0.7,14.6,19.4,17.0
20070825,0,0.79,1.0279,2.59,0.0,12.8,11.3,26.5,18.9
20070826,2,0.68,1.0284,2.42,0.0,11.3,15.7,23.3,19.5
20070827,3,0.66,1.0259,1.99,0.0,7.8,11.7,20.3,16.0
20070828,7,0.67,1.022,1.67,0.0,5.4,12.6,20.8,16.7
20070829,4,0.67,1.0208,2.21,0.0,9.9,13.5,21.3,17.4
20070830,5,0.77,1.0223,0.65,0.0,0.1,10.4,19.5,15.0
20070831,6,0.76,1.022,1.18,0.0,2.4,11.4,20.3,15.8
20070901,7,0.74,1.0213,0.95,0.0,1.4,14.5,20.9,17.7
20070902,6,0.76,1.0175,1.27,0.04,3.4,12.7,21.6,17.2
20070903,3,0.65,1.0194,1.63,0.0,6.2,13.6,19.5,16.6
20070904,3,0.63,1.0285,1.92,0.0,8.9,10.7,19.3,15.0
20070905,5,0.74,1.0298,0.97,0.0,1.7,12.8,23.7,18.2
20070906,4,0.77,1.0313,1.52,0.0,5.6,13.5,24.7,19.1
20070907,4,0.76,1.0308,1.43,0.0,5.0,16.5,24.0,20.2
20070908,5,0.79,1.0277,0.91,0.0,1.5,12.0,19.8,15.9
20070909,5,0.7,1.0245,1.39,0.0,4.9,13.0,21.3,17.2
20070910,4,0.64,1.0202,1.58,0.0,6.6,13.9,21.3,17.6
20070911,1,0.66,1.0258,2.04,0.0,11.3,8.9,20.4,14.6
20070912,2,0.72,1.0277,1.47,0.0,5.9,9.5,22.0,15.8
20070913,0,0.72,1.0248,1.98,0.0,11.0,10.8,22.8,16.8
20070914,4,0.74,1.0203,1.06,0.0,2.8,12.1,22.9,17.5
20070915,0,0.69,1.0241,1.96,0.02,11.2,8.7,21.0,14.8
20070916,4,0.75,1.0132,1.55,0.0,7.2,10.4,21.6,16.0
20070917,6,0.71,1.0111,0.59,0.0,0.3,12.9,16.6,14.8
20070918,2,0.6,1.0227,1.86,0.0,10.7,6.2,15.7,11.0
20070919,7,0.77,1.0203,0.54,0.06,0.2,9.5,19.1,14.3
20070920,6,0.81,1.0169,0.78,0.06,1.4,12.7,20.7,16.7
20070921,6,0.78,1.0169,0.69,0.02,0.9,15.3,20.2,17.8
20070922,5,0.83,1.0204,1.01,0.0,3.1,13.5,21.8,17.6
20070923,4,0.84,1.017,1.15,0.92,4.4,10.1,21.3,15.7
20070924,5,0.76,1.0085,1.35,0.0,6.4,11.8,18.1,15.0
20070925,5,0.78,1.0138,1.27,0.02,5.8,9.6,18.3,14.0
20070926,5,0.73,1.021,1.16,0.02,4.8,8.6,13.0,10.8
20070927,3,0.79,1.0197,1.04,0.0,3.9,7.3,14.2,10.8
20070928,7,0.9,1.0125,0.45,0.34,0.1,10.5,14.6,12.6
20070929,7,0.84,1.0141,0.6,0.02,0.8,12.4,18.0,15.0
20070930,6,0.79,1.0215,0.98,0.22,3.7,6.9,18.3,12.6
20071001,8,0.91,1.022,0.39,0.54,0.0,11.2,14.6,12.9
20071002,8,0.95,1.0207,0.38,0.1,0.0,11.8,14.8,13.3
20071003,5,0.88,1.0182,0.74,0.02,1.9,13.1,17.9,15.3
20071004,2,0.76,1.0214,1.26,0.0,7.1,11.9,18.5,15.2
20071005,0,0.76,1.0251,1.44,0.0,9.5,7.3,18.3,12.8
20071006,7,0.78,1.0236,0.56,0.0,0.9,10.1,18.0,14.0
20071007,6,0.8,1.0225,0.42,0.0,0.2,8.1,16.5,12.3
20071008,7,0.74,1.0254,0.35,0.08,0.0,11.8,15.4,13.6
20071009,6,0.93,1.0225,0.45,1.52,0.4,9.1,15.0,12.0
20071010,6,0.86,1.0249,0.55,0.02,1.0,10.3,17.3,13.8
20071011,4,0.9,1.0282,1.02,0.02,5.5,6.3,17.3,11.8
20071012,8,0.94,1.0263,0.32,0.0,0.0,8.3,17.4,12.8
20071013,7,0.86,1.0253,0.76,0.0,3.0,13.8,19.5,16.6
20071014,6,0.8,1.0199,0.76,0.0,3.1,11.8,18.3,15.0
20071015,5,0.85,1.014,0.63,0.1,2.0,9.4,18.0,13.7
20071016,8,0.89,1.0126,0.41,0.62,0.4,13.1,17.8,15.4
20071017,3,0.78,1.019,1.02,0.02,6.6,10.1,14.9,12.5
20071018,0,0.76,1.0333,1.11,0.0,8.0,5.1,13.8,9.4
20071019,1,0.78,1.0357,1.05,0.0,7.4,2.9,13.8,8.4
20071020,1,0.77,1.036,1.1,0.02,8.3,4.0,14.6,9.3
20071021,0,0.78,1.0308,1.14,0.0,9.1,2.2,14.2,8.2
20071022,6,0.86,1.0244,0.39,0.04,0.5,4.0,13.6,8.8
20071023,0,0.79,1.0257,1.09,0.02,8.9,3.2,12.7,8.0
20071024,7,0.78,1.0263,0.32,0.0,0.2,4.8,11.0,7.9
20071025,8,0.9,1.024,0.26,0.04,0.0,9.2,10.4,9.8
20071026,8,0.87,1.0226,0.25,0.0,0.0,8.8,12.5,9.8
20071027,7,0.87,1.0244,0.31,0.0,0.2,9.1,14.8,12.0
20071028,7,0.94,1.015,0.25,0.62,0.0,12.3,15.2,13.8
20071029,4,0.82,1.0132,0.78,0.0,5.4,8.8,13.8,11.3
20071030,3,0.77,1.0223,0.96,0.0,8.4,6.5,14.4,10.4
20071031,4,0.91,1.0288,0.32,0.0,0.4,4.9,14.1,9.5
20071101,5,0.84,1.032,0.63,0.0,3.7,9.4,17.4,13.4
20071102,6,0.85,1.034,0.61,0.02,3.6,8.0,17.4,12.7
20071103,4,0.85,1.0316,0.74,0.0,5.7,7.9,16.1,12.0
20071104,2,0.84,1.0303,0.67,0.02,4.8,5.9,13.1,9.5
20071105,6,0.89,1.028,0.29,0.0,0.4,1.2,11.9,6.6
20071106,2,0.76,1.0325,0.82,0.0,7.5,4.0,12.1,8.0
20071107,7,0.78,1.0265,0.28,0.0,0.4,5.6,14.0,9.8
20071108,7,0.79,1.0181,0.27,0.44,0.3,9.9,14.6,12.2
20071109,4,0.69,1.0247,0.72,0.0,6.4,6.1,10.9,8.5
20071110,7,0.76,1.0215,0.38,0.0,1.5,7.0,14.5,10.8
20071111,6,0.72,1.0181,0.3,0.0,0.7,9.3,13.0,11.2
20071112,2,0.73,1.0254,0.66,0.12,5.8,0.3,8.1,4.2
20071113,6,0.86,1.0149,0.21,0.12,0.1,1.7,10.8,6.2
20071114,4,0.79,1.0184,0.51,0.0,3.6,5.7,9.7,7.7
20071115,1,0.78,1.0275,0.73,0.0,7.7,0.4,9.3,4.8
20071116,0,0.79,1.0293,0.7,0.02,7.3,-2.4,8.6,3.1
20071117,7,0.91,1.0241,0.17,0.04,0.0,-0.5,8.6,4.0
20071118,8,0.81,1.0032,0.17,1.44,0.0,4.2,7.4,5.8
20071119,7,0.95,0.9988,0.28,2.52,0.8,2.1,10.6,6.4
20071120,7,0.99,1.0019,0.17,0.38,0.0,5.1,10.2,7.6
20071121,6,0.89,1.0001,0.5,2.02,4.2,6.9,11.8,9.4
20071122,6,0.92,1.0036,0.47,0.04,3.8,7.6,10.7,9.2
20071123,2,0.77,1.022,0.62,0.0,6.8,3.7,6.8,5.2
20071124,5,0.85,1.0253,0.2,0.0,0.2,-2.2,8.3,3.0
20071125,3,0.82,1.0245,0.36,0.02,2.2,0.7,10.7,5.7
20071126,7,0.84,1.0311,0.18,0.0,0.1,4.6,9.2,6.9
20071127,8,0.96,1.0282,0.15,0.06,0.0,7.0,10.5,8.8
20071128,7,0.91,1.0162,0.17,0.14,0.1,7.3,11.3,9.3
20071129,4,0.84,1.0081,0.42,0.02,3.6,7.3,11.0,9.2
20071130,7,0.89,1.0047,0.14,1.06,0.0,4.9,14.1,9.5
20071201,3,0.76,1.0005,0.42,0.1,4.2,6.4,11.1,8.8
20071202,6,0.79,0.9919,0.23,0.24,0.9,6.1,13.4,9.8
20071203,2,0.75,1.0017,0.4,0.0,4.0,5.7,10.5,8.1
20071204,7,0.85,1.0136,0.13,0.32,0.0,6.0,14.0,10.0
20071205,5,0.85,1.0074,0.29,0.46,1.9,8.3,14.3,11.3
20071206,7,0.91,1.0063,0.13,0.78,0.0,9.0,14.7,11.8
20071207,3,0.73,1.0009,0.33,0.0,2.8,8.2,10.6,9.4
20071208,5,0.86,0.9981,0.13,0.68,0.0,3.2,11.9,7.6
20071209,6,0.84,0.9837,0.16,0.28,0.2,5.4,9.8,7.6
20071210,5,0.79,1.0098,0.23,0.0,1.1,5.5,6.9,6.2
20071211,2,0.79,1.0311,0.45,0.0,5.6,-0.6,7.1,3.2
20071212,0,0.82,1.0374,0.47,0.02,6.0,-2.4,7.6,2.6
20071213,2,0.87,1.0407,0.34,0.02,3.2,-2.3,6.5,2.1
20071214,8,0.85,1.0395,0.12,0.0,0.0,0.0,5.3,2.6
20071215,6,0.75,1.0356,0.14,0.0,0.1,2.8,4.0,3.4
20071216,3,0.78,1.0369,0.46,0.0,5.9,-0.9,4.3,1.7
20071217,6,0.82,1.0351,0.26,0.02,1.8,0.0,5.8,2.9
20071218,6,0.76,1.0365,0.37,0.0,3.8,1.6,5.2,3.4
20071219,3,0.84,1.0374,0.36,0.0,3.6,2.3,5.5,3.9
20071220,2,0.89,1.0343,0.41,0.02,4.8,-2.5,4.9,1.2
20071221,3,0.93,1.0266,0.36,0.0,3.6,-1.8,4.3,1.2
20071222,7,0.96,1.024,0.15,0.04,0.2,-2.5,7.9,2.7
20071223,5,1.0,1.0282,0.12,0.02,0.0,-1.6,8.0,3.2
20071224,8,0.91,1.0225,0.15,0.52,0.2,-0.8,10.6,4.9
20071225,7,0.95,1.0143,0.12,0.3,0.0,7.7,9.4,8.6
20071226,4,0.91,1.0234,0.3,0.0,2.4,3.3,11.5,7.4
20071227,7,0.86,1.025,0.12,0.0,0.0,3.7,12.9,8.3
20071228,8,0.83,1.0183,0.14,0.64,0.1,9.9,11.5,10.7
20071229,4,0.76,1.0109,0.4,0.0,4.5,5.3,9.0,7.2
20071230,7,0.82,1.0259,0.18,0.0,0.5,4.6,8.8,6.7
20071231,8,0.9,1.0285,0.13,0.0,0.0,4.9,8.5,6.7
20080101,8,0.93,1.0226,0.13,0.04,0.0,6.6,9.1,7.8
20080102,5,0.84,1.0148,0.36,0.0,3.3,4.2,5.5,4.8
20080103,8,0.8,1.0025,0.13,0.06,0.0,0.5,4.4,2.4
20080104,8,0.94,0.9995,0.13,0.54,0.0,1.4,9.0,5.4
20080105,4,0.82,0.9979,0.26,0.0,1.5,4.4,8.8,6.6
20080106,3,0.86,1.008,0.42,0.02,4.4,0.8,9.6,5.2
20080107,2,0.73,1.0093,0.39,0.06,3.7,3.3,9.0,6.2
20080108,6,0.87,1.0114,0.15,0.44,0.1,4.6,10.8,7.7
20080109,5,0.8,1.0085,0.38,0.0,3.4,4.9,10.3,7.6
20080110,8,0.86,1.002,0.14,0.84,0.0,5.4,11.4,8.4
20080111,7,0.92,0.9918,0.21,0.92,0.6,5.9,10.4,8.2
20080112,4,0.86,1.0056,0.53,0.14,6.1,1.7,10.5,6.1
20080113,7,0.85,1.0031,0.14,0.44,0.0,2.7,11.1,6.9
20080114,6,0.84,0.9961,0.34,1.04,2.3,7.5,11.1,9.3
20080115,8,0.91,0.9839,0.15,0.78,0.0,6.9,12.0,9.4
20080116,1,0.85,0.9928,0.49,0.02,4.9,3.3,9.5,6.4
20080117,5,0.91,1.0006,0.25,0.42,0.8,0.7,12.7,6.7
20080118,6,0.9,1.0094,0.15,0.06,0.0,6.9,13.7,10.3
20080119,8,0.89,1.0175,0.16,0.0,0.0,7.9,14.5,11.2
20080120,8,0.86,1.02,0.16,0.0,0.0,12.5,14.5,13.5
20080121,7,0.83,1.0117,0.2,0.34,0.2,10.9,11.6,11.2
20080122,4,0.79,1.0238,0.46,0.0,3.6,2.9,10.4,6.6
20080123,7,0.87,1.0242,0.17,0.0,0.0,3.5,12.7,8.1
20080124,4,0.73,1.0278,0.43,0.0,3.0,10.3,10.7,10.5
20080125,3,0.75,1.0361,0.39,0.0,2.3,2.9,10.6,6.8
20080126,1,0.82,1.0346,0.54,0.02,4.6,5.9,10.9,8.4
20080127,1,0.86,1.0335,0.66,0.02,6.5,4.9,11.5,8.2
20080128,7,0.92,1.0337,0.23,0.0,0.3,1.9,7.4,4.6
20080129,5,0.84,1.0268,0.4,0.38,2.1,2.8,11.1,7.0
20080130,5,0.79,1.0268,0.69,0.0,6.5,4.1,8.7,6.4
20080131,7,0.8,1.0064,0.19,0.32,0.0,3.8,9.3,6.6
20080201,1,0.69,0.9997,0.68,0.0,6.0,3.1,8.7,5.9
20080202,3,0.7,1.0135,0.73,0.0,6.8,-1.0,7.0,3.0
20080203,5,0.71,1.0011,0.39,0.18,1.5,1.3,8.8,5.0
20080204,3,0.82,0.9979,0.68,0.5,5.5,2.3,11.1,6.7
20080205,6,0.84,0.9989,0.29,0.1,0.5,3.2,13.1,8.2
20080206,3,0.7,1.0216,0.73,0.0,6.0,7.8,10.1,9.0
20080207,7,0.85,1.0336,0.29,0.02,0.4,1.2,12.6,6.9
20080208,0,0.78,1.0313,0.9,0.0,8.5,3.3,13.0,8.2
20080209,0,0.66,1.0308,0.93,0.0,8.7,2.1,14.9,8.5
20080210,3,0.75,1.0335,0.9,0.0,8.1,0.6,15.2,7.9
20080211,0,0.78,1.0334,0.94,0.02,8.4,0.9,12.4,6.6
20080212,0,0.86,1.0351,0.72,0.0,4.9,-0.4,13.3,6.4
20080213,1,0.82,1.0364,0.98,0.0,8.6,-0.6,13.5,6.4
20080214,8,0.83,1.0378,0.24,0.0,0.0,1.6,5.6,3.6
20080215,5,0.77,1.0382,0.53,0.0,2.2,3.7,7.1,5.4
20080216,0,0.73,1.0419,1.03,0.0,8.7,-0.6,6.0,2.7
20080217,0,0.75,1.0396,1.03,0.0,8.5,-4.0,9.4,2.7
20080218,0,0.75,1.0323,1.07,0.02,9.0,-2.8,10.9,4.0
20080219,5,0.75,1.03,0.87,0.0,5.8,0.1,8.1,4.1
20080220,7,0.75,1.0202,0.27,0.02,0.0,-0.7,8.7,4.0
20080221,7,0.84,1.0213,0.37,0.0,0.4,1.7,11.2,6.4
20080222,7,0.82,1.0225,0.28,0.02,0.0,8.7,12.9,10.8
20080223,6,0.87,1.0251,0.29,0.0,0.0,5.5,11.7,8.6
20080224,6,0.81,1.0177,0.73,0.08,3.4,8.5,14.0,11.2
20080225,3,0.84,1.0181,0.87,0.46,4.9,1.0,11.8,6.4
20080226,4,0.75,1.0068,0.99,0.0,6.2,4.6,12.6,8.6
20080227,5,0.75,1.0188,1.05,0.0,6.8,3.3,11.6,7.4
20080228,7,0.78,1.0194,0.31,0.0,0.0,2.1,11.3,6.7
20080229,6,0.86,1.0124,0.38,0.12,0.2,2.4,12.1,7.2
20080301,5,0.66,1.0073,1.08,0.0,5.5,4.9,12.9,8.9
20080302,6,0.7,1.0098,0.71,0.04,2.0,9.2,13.0,11.1
20080303,3,0.67,1.0112,1.17,0.0,6.1,2.5,9.5,6.0
20080304,3,0.7,1.0247,1.1,0.04,5.3,1.1,9.3,5.2
20080305,3,0.7,1.0336,1.29,0.0,7.1,-2.9,9.9,3.5
20080306,7,0.73,1.0235,0.38,0.18,0.0,1.7,12.5,7.1
20080307,4,0.65,1.0123,1.4,0.0,7.9,6.3,11.7,9.0
20080308,6,0.88,1.0047,0.47,0.36,0.2,3.2,10.9,7.0
20080309,5,0.84,0.996,0.92,1.18,3.0,5.3,10.9,8.1
20080310,7,0.85,0.9724,0.74,0.9,1.6,3.9,9.1,6.5
20080311,5,0.74,0.9858,0.75,0.1,1.6,5.2,14.1,10.0
20080312,5,0.62,1.0002,1.07,0.0,4.0,5.5,11.2,8.4
20080313,6,0.84,1.011,0.47,0.18,0.1,5.3,11.4,8.4
20080314,8,0.88,1.0113,0.6,0.02,0.6,7.2,12.3,9.8
20080315,7,0.89,1.004,0.54,1.4,0.3,7.7,14.5,11.1
20080316,8,0.89,1.0004,0.44,0.12,0.0,8.3,8.6,8.4
20080317,8,0.68,1.0181,0.65,0.0,0.7,4.6,8.7,6.6
20080318,7,0.67,1.0209,0.46,0.0,0.0,2.0,7.3,4.6
20080319,4,0.63,1.0232,1.21,0.0,4.4,2.0,8.4,5.2
20080320,7,0.83,1.0136,0.52,0.72,0.1,1.3,10.6,6.0
20080321,5,0.68,0.9905,1.39,0.2,5.6,4.1,9.9,7.0
20080322,6,0.8,0.9992,1.05,0.1,2.9,1.9,6.0,4.0
20080323,5,0.84,1.001,0.7,0.08,0.7,-2.4,5.2,1.4
20080324,7,0.81,1.0008,0.78,0.16,1.1,0.5,5.5,3.0
20080325,7,0.67,1.007,1.09,0.0,2.9,0.4,7.9,4.2
20080326,8,0.8,0.9997,0.74,0.2,0.8,3.7,11.7,7.7
20080327,5,0.72,1.001,1.53,0.06,6.1,1.6,12.0,6.8
20080328,5,0.8,0.9991,1.21,0.58,3.5,4.7,13.0,8.8
20080329,5,0.79,1.0067,1.07,0.32,2.5,5.2,12.7,9.0
20080330,4,0.74,1.0003,1.59,0.0,6.2,8.3,14.2,11.2
20080331,4,0.81,1.0134,1.16,0.04,2.9,3.0,13.3,8.2
20080401,4,0.73,1.0187,1.78,0.0,7.5,6.9,15.8,11.4
20080402,7,0.83,1.0249,0.55,0.04,0.0,7.8,13.3,10.6
20080403,7,0.79,1.0298,0.61,0.02,0.1,9.7,15.0,12.4
20080404,2,0.81,1.0264,2.02,0.12,9.2,6.4,18.2,12.3
20080405,6,0.83,1.0154,1.18,0.52,2.7,6.3,10.1,8.2
20080406,6,0.77,1.0066,1.27,0.28,3.2,0.1,6.3,3.2
20080407,4,0.71,1.0032,1.42,0.02,4.1,-0.4,9.5,4.6
20080408,2,0.68,1.0036,1.87,0.0,7.4,-0.6,10.9,5.2
20080409,2,0.62,1.0,2.16,0.0,9.7,0.1,12.6,6.4
20080410,2,0.68,0.9986,1.66,0.0,5.6,1.1,12.9,7.0
20080411,4,0.71,0.9975,2.15,0.2,9.3,4.2,12.4,8.3
20080412,5,0.73,1.0037,1.73,0.16,5.9,5.3,12.9,9.1
20080413,5,0.88,1.0089,1.54,0.68,4.5,3.8,10.9,7.4
20080414,3,0.74,1.0175,2.03,0.02,8.0,2.3,12.7,7.5
20080415,3,0.7,1.0235,2.21,0.3,9.3,1.2,13.1,7.2
20080416,5,0.72,1.0196,1.39,0.0,3.3,3.9,11.4,7.6
20080417,3,0.65,1.0085,2.21,0.0,9.1,4.5,11.1,7.8
20080418,7,0.76,0.9981,0.71,0.04,0.1,4.7,10.4,7.6
20080419,8,0.83,0.9984,0.65,0.04,0.0,7.3,10.1,8.7
20080420,7,0.85,1.0024,1.29,0.28,2.5,7.8,15.3,11.0
20080421,6,0.77,1.0043,0.77,0.0,0.2,9.3,15.8,12.6
20080422,2,0.73,1.0101,2.02,0.14,7.1,6.2,18.3,12.2
20080423,4,0.75,1.0162,1.76,0.06,5.2,4.6,18.1,11.4
20080424,2,0.76,1.0202,1.92,0.24,6.2,6.4,16.2,11.3
20080425,8,0.7,1.0268,1.31,0.0,2.4,8.3,17.9,13.1
20080426,2,0.64,1.0234,2.36,0.0,9.3,8.4,20.8,14.6
20080427,6,0.77,1.0133,1.08,0.14,1.2,11.9,17.6,14.8
20080428,5,0.78,1.0048,1.79,0.4,5.1,8.0,15.4,11.7
20080429,7,0.9,0.9955,1.18,1.56,1.6,4.7,13.5,9.1
20080430,7,0.93,0.9904,0.92,1.08,0.5,5.5,11.3,8.4
20080501,6,0.79,1.0065,1.75,0.4,4.6,6.9,15.2,11.0
20080502,4,0.81,1.02,1.71,0.1,4.3,4.7,15.8,10.2
20080503,5,0.68,1.0229,1.85,0.0,5.1,5.5,20.3,12.9
20080504,7,0.75,1.0215,0.73,0.0,0.0,12.8,22.0,17.4
20080505,7,0.75,1.0246,2.03,0.0,6.2,14.2,21.8,18.0
20080506,0,0.62,1.0233,2.92,0.0,12.8,10.3,22.2,16.2
20080507,0,0.62,1.0192,2.93,0.0,12.8,12.2,24.7,18.4
20080508,1,0.56,1.014,2.92,0.0,12.6,12.7,25.0,18.8
20080509,5,0.67,1.0122,1.62,0.04,3.5,13.2,25.1,19.2
20080510,3,0.63,1.0167,1.63,0.0,3.5,13.3,26.2,19.8
20080511,1,0.5,1.0186,2.98,0.0,12.8,13.0,26.7,19.8
20080512,1,0.53,1.0185,2.91,0.0,12.2,12.3,25.2,18.8
20080513,0,0.67,1.0182,3.05,0.0,13.2,10.9,21.9,16.4
20080514,3,0.72,1.015,2.37,0.34,8.0,10.6,20.1,15.4
20080515,8,0.84,1.0105,0.77,0.04,0.0,10.1,14.7,12.4
20080516,8,0.82,1.009,0.78,0.0,0.0,9.9,13.0,11.4
20080517,8,0.84,1.0087,0.78,0.0,0.0,10.3,13.1,11.7
20080518,5,0.6,1.0144,2.28,0.0,7.2,7.6,15.8,11.7
20080519,4,0.63,1.0182,1.79,0.0,4.1,4.8,14.3,9.6
20080520,3,0.63,1.0191,2.17,0.0,6.4,4.6,16.5,10.6
20080521,1,0.65,1.0166,2.7,0.0,10.0,6.1,18.7,12.4
20080522,3,0.59,1.014,2.2,0.06,6.5,9.0,22.1,15.6
20080523,6,0.65,1.0124,1.25,0.12,1.3,12.5,19.8,16.2
20080524,5,0.58,1.01,2.33,0.9,7.3,12.3,21.5,16.9
20080525,8,0.89,1.0106,1.09,1.72,0.7,11.7,18.9,15.3
20080526,8,0.96,1.0101,0.81,0.98,0.0,11.7,13.0,12.4
20080527,7,0.84,1.0099,0.93,1.18,0.2,9.9,18.9,14.0
20080528,7,0.95,1.0045,0.81,0.1,0.0,12.9,17.1,15.0
20080529,6,0.85,1.0132,1.92,0.38,4.6,10.9,22.0,16.4
20080530,8,0.79,1.0134,0.94,0.0,0.2,12.4,18.8,15.6
20080531,7,0.72,1.0162,1.54,0.06,2.5,14.8,21.9,18.4
20080601,6,0.79,1.0149,1.3,0.0,1.4,13.7,18.4,16.0
20080602,7,0.85,1.0128,0.93,2.04,0.2,12.9,19.2,16.0
20080603,8,0.95,1.0122,0.8,0.66,0.0,14.1,16.2,15.2
20080604,4,0.72,1.0166,2.61,0.02,8.8,11.7,20.5,16.1
20080605,2,0.67,1.0165,3.03,0.0,11.9,9.3,20.8,15.0
20080606,5,0.74,1.0168,1.84,0.0,3.9,9.4,19.6,14.5
20080607,4,0.7,1.0192,2.66,0.0,9.1,10.1,19.9,15.0
20080608,3,0.66,1.0229,2.88,0.0,10.7,15.0,25.5,19.8
20080609,1,0.56,1.0248,3.2,0.0,13.2,13.8,26.4,20.1
20080610,2,0.62,1.0237,2.72,0.0,9.5,15.5,23.3,19.4
20080611,5,0.6,1.0226,1.99,1.08,4.7,11.8,20.6,16.2
20080612,7,0.75,1.0179,1.64,0.12,2.8,10.7,15.5,13.1
20080613,6,0.64,1.0176,2.09,0.0,5.3,9.7,17.8,13.8
20080614,6,0.6,1.015,2.19,0.0,5.9,10.0,19.7,14.8
20080615,4,0.56,1.011,2.5,0.0,7.9,10.4,18.1,14.2
20080616,3,0.63,1.0113,2.59,0.0,8.5,9.3,20.1,14.7
20080617,3,0.6,1.0122,2.55,0.0,8.2,10.4,20.8,15.6
20080618,7,0.7,1.0114,0.89,0.04,0.1,11.7,18.8,15.2
20080619,4,0.61,1.0094,2.88,0.0,10.6,13.2,21.6,17.4
20080620,7,0.71,1.0176,1.6,0.28,2.6,11.6,19.4,15.5
20080621,8,0.87,1.0165,0.81,0.12,0.0,12.3,19.3,15.8
20080622,4,0.66,1.0108,2.85,0.0,10.4,14.6,21.8,18.2
20080623,2,0.59,1.0189,2.93,0.0,11.0,10.6,21.5,16.0
20080624,4,0.59,1.0172,2.39,0.0,7.2,10.3,23.0,16.6
20080625,4,0.61,1.0152,2.63,0.0,8.8,13.1,22.9,18.0
20080626,3,0.67,1.0185,2.64,0.06,8.9,9.9,22.1,16.0
20080627,7,0.79,1.0171,1.77,0.14,3.5,13.1,21.2,17.2
20080628,4,0.66,1.0174,2.84,0.0,10.4,15.7,23.2,19.4
20080629,4,0.66,1.0173,1.92,0.0,4.3,12.2,22.3,17.2
20080630,1,0.66,1.0202,3.06,0.0,12.1,10.2,23.0,16.6
20080701,1,0.6,1.013,3.2,0.0,13.2,10.5,27.3,18.9
20080702,5,0.69,1.0091,1.59,0.02,2.6,15.3,19.5,17.4
20080703,6,0.71,1.0099,1.99,0.18,4.8,11.9,21.3,16.6
20080704,4,0.6,1.0151,2.68,0.0,9.3,9.9,22.4,16.2
20080705,6,0.58,1.0089,2.04,0.0,5.1,15.9,22.4,19.2
20080706,7,0.8,1.0022,1.33,0.48,1.5,14.2,19.7,17.0
20080707,7,0.84,0.9981,1.28,1.58,1.3,13.0,20.7,16.8
20080708,6,0.7,1.0081,2.1,0.34,5.5,12.3,19.9,16.1
20080709,7,0.94,1.011,0.79,1.68,0.0,12.1,18.0,15.0
20080710,3,0.76,1.0067,2.26,0.0,6.6,13.4,20.5,17.0
20080711,6,0.8,1.0051,1.88,0.6,4.3,13.4,21.2,17.3
20080712,6,0.73,1.0095,1.81,0.1,3.9,9.8,18.2,14.0
20080713,4,0.66,1.0152,2.45,0.0,8.0,10.4,20.9,15.6
20080714,6,0.69,1.0225,2.15,0.0,6.0,12.1,23.3,17.7
20080715,5,0.73,1.0246,2.13,0.0,5.9,16.9,25.9,21.4
20080716,6,0.65,1.0217,1.64,0.0,3.1,14.3,20.5,17.4
20080717,8,0.72,1.0146,0.85,0.0,0.1,13.9,19.0,16.4
20080718,8,0.82,1.0104,0.77,0.02,0.0,14.2,19.8,17.0
20080719,5,0.67,1.0086,2.18,0.0,6.4,15.7,21.4,18.6
