DATE,BUDAPEST_cloud_cover,BUDAPEST_humidity,BUDAPEST_pressure,BUDAPEST_global_radiation,BUDAPEST_precipitation,BUDAPEST_sunshine,BUDAPEST_temp_max,BUDAPEST_temp_mean
20030329,5,0.47,1.0144,1.52,0.0,3.5,19.8,13.3
20030330,4,0.47,1.0139,1.44,0.0,2.7,19.9,13.8
20030331,4,0.48,1.0134,1.93,0.02,5.9,17.3,13.2
20030401,1,0.34,1.023,2.38,0.0,10.2,13.4,9.3
20030402,5,0.48,1.0069,2.04,0.0,5.6,17.5,10.2
20030403,7,0.69,1.0077,1.61,0.0,2.7,12.6,9.3
20030404,6,0.48,1.019,1.44,0.0,4.6,12.5,8.4
20030405,5,0.66,1.0118,1.39,0.05,4.0,11.4,5.7
20030406,4,0.55,1.01,2.23,0.08,7.1,7.3,1.3
20030407,5,0.54,1.0116,2.09,0.0,6.7,5.1,0.9
20030408,6,0.51,1.0153,1.6,0.0,3.1,4.4,1.3
20030409,5,0.55,1.0168,1.85,0.0,3.3,6.6,2.7
20030410,6,0.54,1.0102,1.99,0.64,5.4,15.2,8.6
20030411,7,0.75,1.0109,0.91,0.0,0.3,12.1,7.2
20030412,6,0.59,1.0195,1.4,0.0,1.6,13.1,8.1
20030413,7,0.48,1.0197,2.19,0.0,6.6,17.5,12.4
20030414,6,0.48,1.0248,1.69,0.0,3.5,17.2,13.8
20030415,6,0.48,1.0258,2.08,0.0,5.1,19.5,14.8
20030416,2,0.39,1.0252,2.53,0.0,9.4,19.2,14.8
20030417,3,0.41,1.0257,2.01,0.0,9.6,18.3,14.0
20030418,6,0.38,1.018,2.05,0.0,8.0,17.1,13.7
20030419,3,0.52,1.0173,2.15,0.0,7.5,16.5,12.3
20030420,1,0.49,1.0207,2.14,0.0,8.8,17.4,12.5
20030421,1,0.36,1.0179,2.73,0.0,12.3,18.8,13.1
20030422,3,0.31,1.0123,2.2,0.0,8.5,20.8,14.9
20030423,7,0.52,1.0094,1.11,0.31,2.2,19.5,13.7
20030424,7,0.69,1.013,1.12,0.0,2.7,16.4,11.9
20030425,3,0.58,1.019,2.22,0.0,9.6,19.9,14.0
20030426,3,0.49,1.0171,2.48,0.0,10.8,22.9,16.6
20030427,8,0.72,1.0121,0.63,0.26,0.0,20.6,14.0
20030428,4,0.55,1.0154,2.86,0.0,10.7,22.0,17.1
20030429,5,0.61,1.015,2.75,0.0,12.2,25.2,18.4
20030430,4,0.55,1.0179,2.62,0.0,9.2,27.5,20.3
20030501,3,0.45,1.0188,2.57,0.0,8.5,23.4,20.0
20030502,6,0.46,1.0176,2.44,0.0,9.0,28.1,21.7
20030503,6,0.54,1.0164,2.1,0.0,6.3,25.7,18.9
20030504,0,0.46,1.0256,3.12,0.0,12.9,23.9,17.1
20030505,1,0.41,1.0222,3.15,0.0,13.5,27.4,19.3
20030506,0,0.43,1.0195,3.06,0.0,13.5,30.8,22.3
20030507,3,0.43,1.0188,2.94,0.0,12.4,32.4,24.6
20030508,1,0.41,1.0171,2.92,0.0,12.9,32.1,24.5
20030509,6,0.51,1.0142,2.49,0.0,8.4,29.2,24.1
20030510,6,0.56,1.0175,2.7,0.0,10.2,26.8,22.0
20030511,7,0.6,1.0183,2.47,0.0,6.5,28.9,22.6
20030512,3,0.58,1.0166,2.81,0.04,10.5,30.2,23.1
20030513,5,0.58,1.0121,2.62,0.02,9.7,30.1,22.9
20030514,5,0.71,1.0142,2.51,0.01,9.1,26.2,14.2
20030515,4,0.58,1.0173,2.38,0.0,10.6,17.6,12.8
20030516,3,0.53,1.0198,2.84,0.0,12.3,19.2,13.3
20030517,2,0.48,1.0196,3.13,0.0,12.9,21.7,15.6
20030518,4,0.45,1.017,2.88,0.0,11.2,24.9,18.6
20030519,5,0.47,1.0172,2.23,0.0,6.9,27.2,21.3
20030520,6,0.62,1.0137,2.93,1.26,9.3,25.2,19.0
20030521,7,0.86,1.0145,0.94,0.59,0.7,16.4,13.1
20030522,7,0.85,1.0177,0.78,0.03,0.0,16.2,13.4
20030523,3,0.6,1.0183,2.91,0.0,10.9,23.2,18.0
20030524,4,0.58,1.0151,3.0,0.0,10.7,26.8,20.4
20030525,5,0.57,1.0118,2.76,0.0,12.7,28.8,22.7
20030526,3,0.57,1.0126,2.99,0.04,12.0,30.2,24.0
20030527,5,0.55,1.0156,2.85,0.0,9.0,30.4,24.1
20030528,4,0.55,1.0146,2.5,0.86,8.2,29.9,24.3
20030529,5,0.58,1.0143,2.52,0.0,6.2,27.4,22.9
20030530,2,0.44,1.0153,3.28,0.0,11.9,27.1,21.7
20030531,4,0.47,1.0136,3.17,0.0,13.7,29.2,22.8
20030601,5,0.62,1.0116,2.2,0.0,5.3,26.6,21.2
20030602,5,0.68,1.0127,2.01,0.01,5.5,25.6,21.2
20030603,3,0.6,1.0152,2.99,0.0,11.7,29.1,23.1
20030604,2,0.49,1.0185,3.2,0.0,14.2,30.4,24.7
20030605,2,0.49,1.0196,3.19,0.0,13.1,31.9,26.0
20030606,1,0.52,1.0173,3.14,0.0,12.5,33.6,27.0
20030607,5,0.56,1.0171,2.55,0.0,8.8,32.2,26.3
20030608,3,0.46,1.017,3.22,0.0,13.3,32.6,27.3
20030609,5,0.54,1.0158,2.88,0.0,13.1,32.2,27.3
20030610,2,0.47,1.0185,3.15,0.0,11.7,31.9,26.9
20030611,4,0.45,1.0175,3.07,0.0,12.6,34.7,28.2
20030612,1,0.42,1.0192,3.33,0.0,12.4,32.6,28.4
20030613,6,0.53,1.0181,2.63,0.0,10.5,32.6,26.5
20030614,4,0.5,1.0188,3.05,0.76,9.7,29.2,25.2
20030615,6,0.71,1.0174,1.57,0.0,3.6,26.9,19.9
20030616,5,0.62,1.0132,2.39,0.07,8.9,25.5,20.8
20030617,4,0.53,1.0147,2.53,0.0,11.8,27.4,21.6
20030618,6,0.67,1.0155,1.65,0.04,4.0,26.5,19.9
20030619,4,0.65,1.016,2.83,0.0,9.5,25.3,21.2
20030620,4,0.64,1.0143,2.08,0.1,8.9,25.6,21.3
20030621,4,0.44,1.0148,3.28,0.0,12.7,22.2,18.9
20030622,3,0.41,1.0148,3.34,0.0,13.0,24.9,19.9
20030623,3,0.45,1.015,2.89,1.27,10.3,30.5,23.2
20030624,7,0.63,1.0143,1.97,0.25,8.3,30.4,24.7
20030625,1,0.48,1.0139,3.29,0.0,12.2,29.4,24.9
20030626,4,0.43,1.0145,3.37,0.0,13.3,26.0,20.8
20030627,4,0.46,1.0136,3.12,0.0,13.8,27.1,21.6
20030628,3,0.41,1.0147,3.11,0.0,14.0,28.3,22.8
20030629,6,0.4,1.0134,2.76,0.0,7.3,28.7,23.6
20030630,2,0.43,1.0089,3.25,0.0,13.8,32.1,26.1
20030701,1,0.54,1.0013,3.22,0.0,12.5,34.1,27.1
20030702,1,0.5,1.0051,3.35,0.12,11.6,31.9,21.8
20030703,6,0.75,1.0095,1.61,2.84,5.8,26.2,19.6
20030704,6,0.55,1.0109,2.53,0.01,7.3,26.2,21.4
20030705,5,0.6,1.0101,2.92,0.0,8.6,24.7,20.2
20030706,4,0.61,1.0136,2.62,0.0,11.9,24.4,20.2
20030707,2,0.56,1.0175,3.25,0.0,14.1,23.2,19.3
20030708,1,0.51,1.0162,3.45,0.0,13.3,24.4,20.0
20030709,3,0.45,1.014,3.05,0.0,13.3,25.4,21.3
20030710,4,0.47,1.0142,2.77,0.0,8.8,25.7,21.7
20030711,5,0.47,1.0155,2.74,0.0,12.0,26.0,21.0
20030712,5,0.52,1.0159,2.07,0.0,7.0,27.4,21.9
20030713,7,0.48,1.0147,2.55,0.0,8.5,24.2,20.6
20030714,3,0.47,1.0159,2.85,0.0,9.7,26.3,20.6
20030715,2,0.43,1.0139,3.16,0.0,12.3,29.6,23.5
20030716,3,0.47,1.0136,3.06,0.0,12.6,31.8,25.1
20030717,5,0.43,1.0136,2.69,0.18,9.8,34.0,27.1
20030718,8,0.88,1.0166,0.52,0.94,0.0,31.1,19.9
20030719,6,0.65,1.0182,2.41,0.0,5.8,29.7,23.9
20030720,6,0.64,1.0181,3.03,0.0,9.7,30.0,25.0
20030721,1,0.55,1.0177,3.02,0.0,13.3,33.7,27.1
20030722,5,0.6,1.0177,2.08,0.0,6.9,31.6,26.2
20030723,8,0.69,1.0167,1.02,0.0,3.0,28.5,24.1
20030724,4,0.62,1.014,2.31,0.0,9.4,31.6,25.0
20030725,7,0.77,1.0136,1.24,0.0,2.1,26.4,21.1
20030726,4,0.68,1.0143,2.33,0.0,9.6,29.0,23.3
20030727,1,0.56,1.016,2.81,0.0,13.1,32.5,26.3
20030728,3,0.55,1.0154,2.57,0.41,11.4,31.7,26.8
20030729,7,0.83,1.0167,0.88,0.31,1.0,28.5,19.8
20030730,7,0.9,1.014,1.54,0.47,3.2,23.5,19.6
20030731,8,0.85,1.0116,1.39,1.45,1.3,23.0,20.6
20030801,3,0.64,1.013,2.63,0.0,10.6,29.8,24.6
20030802,2,0.52,1.0173,2.91,0.0,13.0,32.4,26.0
20030803,4,0.52,1.0187,2.72,0.0,12.9,33.0,27.2
20030804,1,0.49,1.0208,2.7,0.0,12.7,33.7,27.7
20030805,2,0.48,1.0205,2.56,0.0,12.1,33.3,28.0
20030806,2,0.44,1.0201,2.67,0.0,13.1,31.7,26.2
20030807,5,0.43,1.0201,2.64,0.0,12.3,28.9,24.4
20030808,0,0.43,1.0188,2.87,0.0,13.4,30.7,24.8
20030809,3,0.42,1.0168,2.59,0.0,12.3,31.1,25.4
20030810,3,0.41,1.0151,2.73,0.0,12.7,31.5,25.7
20030811,1,0.32,1.0169,3.06,0.0,13.3,29.1,23.9
20030812,2,0.37,1.0223,2.82,0.0,12.4,29.6,23.3
20030813,4,0.38,1.0176,2.51,0.0,10.9,35.5,27.8
20030814,4,0.38,1.0126,2.33,0.05,7.3,37.3,29.6
20030815,6,0.65,1.0124,1.3,0.0,3.4,27.2,23.6
20030816,5,0.6,1.016,2.09,0.0,8.2,30.1,23.9
20030817,4,0.54,1.0174,2.31,0.0,9.8,31.5,26.0
20030818,2,0.45,1.0166,2.48,0.0,10.9,34.7,28.2
20030819,2,0.57,1.0162,2.51,0.0,12.2,32.3,24.6
20030820,2,0.5,1.0171,2.4,0.0,12.4,30.3,24.8
20030821,4,0.53,1.0162,2.06,0.0,6.8,30.5,24.5
20030822,4,0.48,1.0154,2.19,0.0,9.9,33.3,26.7
20030823,2,0.34,1.0146,2.56,0.0,12.3,32.5,27.8
20030824,1,0.39,1.0131,2.69,0.0,12.7,28.9,24.4
20030825,3,0.42,1.0126,2.11,0.0,11.1,26.6,21.8
20030826,2,0.41,1.0118,2.5,0.0,12.3,27.6,21.7
20030827,2,0.36,1.0088,2.5,0.0,10.8,30.6,24.8
20030828,2,0.43,1.0104,1.97,0.0,9.8,28.4,23.4
20030829,7,0.45,1.0073,1.84,0.0,7.3,34.8,27.1
20030830,7,0.62,1.0098,1.15,0.55,4.4,31.4,21.6
20030831,7,0.9,1.0126,0.43,0.58,0.0,23.2,16.2
20030901,2,0.63,1.0157,2.17,0.0,11.5,20.9,16.5
20030902,5,0.61,1.0176,1.59,0.0,6.1,18.9,15.3
20030903,2,0.5,1.0246,2.31,0.0,10.5,18.4,14.0
20030904,6,0.54,1.0272,1.7,0.0,3.6,20.3,15.5
20030905,4,0.55,1.0239,2.17,0.0,10.3,23.2,17.6
20030906,3,0.54,1.0225,2.3,0.0,10.3,23.1,18.0
20030907,3,0.5,1.0215,2.19,0.0,9.5,23.6,17.5
20030908,5,0.42,1.0141,2.18,0.0,9.9,24.5,19.0
20030909,6,0.45,1.009,1.56,0.0,5.0,25.7,20.4
20030910,8,0.57,1.01,0.87,0.0,0.8,22.9,19.4
20030911,5,0.62,1.0105,1.71,0.0,8.1,23.3,18.2
20030912,8,0.72,1.0159,0.52,0.0,0.0,17.3,14.5
20030913,7,0.67,1.0209,1.01,0.0,0.8,18.3,15.6
20030914,2,0.48,1.0258,2.13,0.0,10.2,21.9,17.0
20030915,3,0.44,1.0264,2.14,0.0,11.1,22.3,17.4
20030916,2,0.49,1.0243,2.1,0.0,10.3,23.4,17.6
20030917,1,0.46,1.0218,2.05,0.0,11.0,25.2,19.6
20030918,1,0.52,1.0228,1.95,0.0,10.4,26.4,20.0
20030919,0,0.56,1.0246,1.96,0.0,10.6,27.4,20.0
20030920,0,0.55,1.0263,1.96,0.0,10.8,29.0,20.9
20030921,0,0.54,1.0242,1.98,0.0,9.8,29.4,21.6
20030922,0,0.54,1.0196,1.95,0.0,9.9,29.7,21.6
20030923,0,0.48,1.013,1.93,0.0,9.4,29.1,22.6
20030924,8,0.8,1.0208,0.4,0.36,0.0,25.2,15.2
20030925,3,0.52,1.0297,1.79,0.0,9.3,19.6,15.4
20030926,2,0.59,1.0271,1.95,0.0,9.7,20.3,14.5
20030927,1,0.64,1.0207,1.86,0.0,8.3,21.5,15.6
20030928,5,0.65,1.0177,1.7,0.0,7.4,22.5,16.8
20030929,8,0.8,1.0125,0.49,0.54,0.0,20.4,16.0
20030930,1,0.69,1.0151,1.83,0.0,10.1,18.9,14.7
20031001,1,0.72,1.0187,1.54,0.0,7.3,19.9,14.4
20031002,6,0.64,1.0141,1.53,0.0,6.6,24.6,19.2
20031003,6,0.7,1.0111,1.51,0.0,5.6,25.2,20.6
20031004,6,0.85,1.0058,0.64,0.47,1.7,22.2,17.1
20031005,7,0.88,1.0015,0.64,1.02,1.9,21.9,14.6
20031006,4,0.69,1.0088,1.3,0.0,5.0,13.7,10.5
20031007,6,0.75,1.0102,1.02,1.61,2.9,15.9,11.5
20031008,7,0.78,1.0039,0.72,0.01,1.0,12.6,9.3
20031009,6,0.73,1.0075,0.64,0.06,3.4,12.5,9.4
20031010,7,0.76,1.0182,0.53,0.0,0.5,12.8,10.6
20031011,6,0.65,1.0208,0.95,0.0,4.1,18.4,15.0
20031012,1,0.55,1.0221,1.4,0.0,9.6,15.6,12.6
20031013,3,0.57,1.0255,1.64,0.0,9.3,13.9,8.9
20031014,2,0.57,1.0265,1.41,0.0,8.3,13.7,8.7
20031015,1,0.62,1.0292,1.46,0.0,9.1,12.8,7.8
20031016,6,0.72,1.0288,0.44,0.01,0.6,9.2,5.5
20031017,3,0.54,1.0298,1.34,0.0,7.2,11.1,7.6
20031018,2,0.65,1.0267,1.41,0.0,7.9,11.2,6.2
20031019,8,0.76,1.0173,0.3,0.0,0.0,7.8,5.5
20031020,8,0.87,1.0068,0.36,1.35,0.0,10.6,7.8
20031021,6,0.84,1.0019,0.57,0.0,1.3,15.7,10.7
20031022,6,0.7,1.013,0.51,0.0,0.0,9.9,7.2
20031023,7,0.79,1.0093,0.44,0.76,0.1,9.4,6.6
20031024,8,0.87,1.0112,0.29,0.09,0.0,6.9,1.6
20031025,1,0.63,1.0214,1.31,0.0,7.6,4.9,1.4
20031026,7,0.58,1.0171,1.06,0.0,1.8,9.0,4.9
20031027,4,0.7,1.0175,0.81,0.0,4.4,10.6,4.8
20031028,1,0.68,1.0256,1.23,0.0,8.1,7.4,3.3
20031029,8,0.82,1.0172,0.47,0.72,0.1,5.4,3.5
20031030,8,0.94,0.9996,0.12,2.04,0.0,6.5,5.7
20031031,5,0.82,1.0008,0.73,0.0,2.7,13.0,9.0
20031101,6,0.68,1.0021,0.64,2.89,0.0,18.2,13.6
20031102,6,0.89,1.0054,0.19,0.15,0.0,15.4,10.4
20031103,2,0.83,1.0192,0.92,0.0,7.8,15.2,9.4
20031104,0,0.76,1.0287,1.06,0.0,8.6,14.8,10.1
20031105,1,0.71,1.0344,1.04,0.0,8.6,13.7,8.7
20031106,6,0.71,1.0326,0.5,0.0,2.1,10.0,7.0
20031107,8,0.81,1.032,0.2,0.14,0.0,8.3,7.3
20031108,1,0.79,1.0337,0.99,0.0,8.1,11.7,7.4
20031109,1,0.81,1.0285,0.98,0.0,7.8,12.9,6.5
20031110,4,0.74,1.0307,0.32,0.0,2.6,6.8,4.3
20031111,1,0.6,1.0309,1.09,0.0,8.2,6.8,3.7
20031112,1,0.67,1.0308,0.89,0.0,8.1,6.0,2.0
20031113,1,0.73,1.0301,0.91,0.0,6.6,6.4,1.6
20031114,5,0.75,1.0295,0.65,0.56,4.7,6.0,2.8
20031115,8,0.92,1.0248,0.17,0.0,0.0,5.2,3.1
20031116,8,0.95,1.0224,0.09,0.02,0.0,4.6,3.2
20031117,6,0.84,1.0206,0.18,0.01,0.0,8.3,6.5
20031118,7,0.68,1.0251,0.4,0.01,0.4,9.8,7.9
20031119,6,0.7,1.0209,0.58,0.0,3.8,16.6,12.7
20031120,4,0.74,1.0199,0.71,0.0,6.4,14.4,11.2
20031121,8,0.97,1.0212,0.25,0.0,0.0,9.6,5.6
20031122,8,0.99,1.0207,0.16,0.0,0.0,7.4,6.0
20031123,3,0.97,1.0192,0.51,0.01,2.9,8.9,6.1
20031124,7,0.95,1.0162,0.62,0.0,2.0,9.9,7.0
20031125,7,0.9,1.0157,0.33,0.0,0.2,10.8,8.9
20031126,8,0.84,1.0138,0.28,0.03,0.0,12.5,10.3
20031127,4,0.82,1.0083,0.54,0.04,4.1,14.0,11.0
20031128,7,0.81,1.0072,0.58,0.74,2.7,13.3,10.7
20031129,7,0.89,1.0134,0.2,0.03,0.0,12.6,9.7
20031130,7,0.89,1.0181,0.21,0.0,0.0,10.6,9.5
20031201,8,0.87,1.0218,0.28,0.0,0.2,10.5,8.5
20031202,6,0.83,1.0269,0.62,0.0,0.0,9.4,7.5
20031203,2,0.85,1.0294,0.7,0.0,6.9,8.8,5.4
20031204,7,0.85,1.0296,0.59,0.0,5.0,4.9,2.9
20031205,8,0.87,1.0252,0.13,0.0,0.4,4.7,3.0
20031206,7,0.74,1.0127,0.2,0.01,0.5,7.5,3.7
20031207,2,0.53,1.0253,0.74,0.0,7.5,4.1,1.1
20031208,0,0.66,1.0302,0.75,0.0,7.6,2.9,-0.9
20031209,0,0.74,1.0297,0.78,0.0,7.5,3.5,-0.5
20031210,4,0.8,1.0303,0.6,0.0,4.7,3.0,-0.6
20031211,5,0.76,1.0277,0.39,0.01,1.6,3.1,1.3
20031212,6,0.82,1.0227,0.3,0.0,1.8,7.4,3.2
20031213,5,0.87,1.0271,0.4,0.23,4.4,5.5,2.0
20031214,7,0.88,1.0094,0.15,0.0,0.0,6.0,2.0
20031215,6,0.65,1.0064,0.39,0.0,2.8,7.2,3.3
20031216,6,0.72,1.0118,0.58,0.0,4.4,3.1,0.8
20031217,1,0.67,1.025,0.68,0.0,7.6,2.3,0.2
20031218,2,0.78,1.0271,0.62,0.0,7.3,6.7,3.2
20031219,8,0.94,1.0272,0.22,0.0,0.0,3.1,-0.4
20031220,8,0.97,1.0262,0.16,0.0,0.0,0.8,-0.9
20031221,8,0.87,1.015,0.08,0.22,0.0,6.6,1.5
20031222,7,0.63,1.0082,0.15,0.0,0.0,7.0,5.1
20031223,2,0.61,1.0192,0.61,0.0,6.3,4.6,0.1
20031224,1,0.4,1.0315,0.71,0.0,7.5,0.9,-1.7
20031225,0,0.46,1.0327,0.67,0.0,7.7,1.4,-3.7
20031226,2,0.58,1.0266,0.66,0.0,7.1,1.3,-2.8
20031227,5,0.89,1.02,0.14,0.0,0.0,-1.2,-4.6
20031228,7,0.89,1.0155,0.34,0.0,0.0,-0.9,-2.2
20031229,7,0.83,1.0156,0.28,0.0,0.4,3.2,1.7
20031230,7,0.8,1.0163,0.24,0.01,0.2,6.3,4.7
20031231,8,0.77,1.0149,0.22,0.03,0.0,8.5,6.3
20040101,7,0.87,1.0128,0.06,0.06,0.0,6.6,3.0
20040102,7,0.81,1.0111,0.14,0.0,0.0,1.5,-0.1
20040103,8,0.68,1.0177,0.25,0.0,0.5,-0.5,-3.0
20040104,8,0.69,1.0181,0.25,0.0,0.3,-2.1,-4.5
20040105,6,0.78,1.0179,0.24,0.04,0.0,-4.1,-5.8
20040106,0,0.62,1.0268,0.69,0.0,7.4,-0.4,-6.6
20040107,7,0.8,1.0246,0.22,0.2,0.0,-4.8,-6.1
20040108,8,0.83,1.022,0.28,0.0,0.0,-2.3,-4.0
20040109,8,0.89,1.0172,0.13,0.0,0.0,-4.0,-6.5
20040110,7,0.84,1.0121,0.34,0.0,0.5,0.3,-2.9
20040111,8,0.95,1.0201,0.18,0.38,0.0,1.0,-1.1
20040112,6,0.92,1.0115,0.38,0.98,2.8,3.2,1.3
20040113,7,0.83,1.0004,0.53,0.53,2.9,7.4,4.7
20040114,3,0.64,0.998,0.71,0.0,7.3,9.4,6.9
20040115,6,0.76,1.0003,0.25,0.0,0.0,7.2,3.8
20040116,3,0.67,1.0088,0.74,0.0,4.5,6.8,3.7
20040117,7,0.82,1.0032,0.28,1.31,0.6,7.6,4.1
20040118,5,0.74,1.0105,0.62,0.0,4.3,7.6,4.2
20040119,7,0.71,1.0179,0.35,0.06,1.8,4.0,2.2
20040120,7,0.87,1.0034,0.12,0.19,0.0,2.6,0.6
20040121,2,0.65,1.0115,0.82,0.0,7.3,1.4,-1.5
20040122,1,0.55,1.0182,0.65,0.0,8.2,-2.1,-4.9
20040123,1,0.59,1.0218,0.9,0.0,8.1,-1.4,-6.2
20040124,4,0.59,1.0182,0.58,0.0,3.5,-2.3,-5.7
20040125,6,0.63,1.014,0.45,0.01,1.1,-1.0,-3.7
20040126,8,0.8,1.0154,0.39,0.0,0.1,-1.9,-3.6
20040127,8,0.78,1.0076,0.33,0.48,0.0,-2.0,-3.8
20040128,6,0.84,1.0011,0.39,0.09,0.0,-1.2,-3.2
20040129,5,0.69,1.0034,0.88,0.0,6.0,2.1,-2.1
20040130,2,0.62,1.0174,1.0,0.0,6.4,3.1,0.2
20040131,3,0.7,1.0251,1.08,0.0,7.6,3.4,-1.7
20040201,4,0.7,1.0222,0.93,0.0,5.3,10.3,1.1
20040202,7,0.68,1.0228,0.42,0.11,0.9,10.6,7.7
20040203,5,0.8,1.0272,1.0,0.19,5.6,10.4,7.8
20040204,6,0.69,1.0294,0.34,0.0,0.0,13.3,10.8
20040205,5,0.35,1.0239,0.9,0.0,4.3,18.6,15.0
20040206,7,0.44,1.0228,0.66,0.0,2.4,17.5,14.2
20040207,6,0.54,1.0143,0.61,0.0,0.5,13.5,9.8
20040208,5,0.58,1.0136,0.73,0.16,4.6,12.5,7.4
20040209,3,0.59,1.0147,0.67,0.0,6.8,6.6,3.5
20040210,4,0.63,1.0282,1.19,0.02,7.6,3.1,0.8
20040211,4,0.66,1.0155,0.38,0.06,0.8,2.9,1.0
20040212,2,0.45,1.0265,1.17,0.0,8.3,1.0,-4.8
20040213,6,0.66,1.0298,0.83,0.28,2.7,-1.9,-4.7
20040214,5,0.77,1.0212,0.84,0.0,3.0,3.7,0.7
20040215,2,0.64,1.0156,1.23,0.0,8.5,5.5,3.2
20040216,4,0.69,1.0212,0.87,0.0,4.7,5.1,2.3
20040217,1,0.69,1.0263,1.28,0.0,8.2,5.9,2.0
20040218,6,0.72,1.0174,0.6,0.0,0.6,5.1,3.1
20040219,6,0.7,1.02,0.8,0.0,0.9,4.1,1.6
20040220,0,0.46,1.0306,1.45,0.0,8.6,3.7,0.8
20040221,3,0.42,1.0348,1.47,0.0,8.1,3.7,-0.8
20040222,8,0.8,1.0177,0.15,2.26,0.0,2.0,-0.5
20040223,8,0.95,1.0057,0.22,0.8,0.0,2.0,0.8
20040224,8,0.87,1.0114,0.23,0.12,0.0,1.6,-0.5
20040225,2,0.72,1.0127,1.57,0.0,8.1,2.9,-0.4
20040226,8,0.79,1.0078,0.53,0.54,0.0,1.5,-0.2
20040227,8,0.89,0.9958,0.51,0.0,1.3,3.9,1.4
20040228,8,0.79,1.0031,0.67,0.99,0.2,2.8,1.0
20040229,7,0.86,1.0051,0.62,0.0,2.1,1.8,0.1
20040301,7,0.78,1.0189,0.7,0.0,0.0,1.7,-0.3
20040302,5,0.7,1.025,1.43,0.0,6.3,1.0,-1.1
20040303,6,0.76,1.0233,0.75,0.0,2.2,5.4,2.6
20040304,2,0.57,1.0235,1.75,0.0,9.3,3.4,0.3
20040305,8,0.77,1.0243,0.2,0.25,0.3,0.6,-1.9
20040306,0,0.51,1.0287,1.22,0.0,10.2,1.3,-2.2
20040307,8,0.59,1.0273,0.49,0.0,0.0,0.8,-0.9
20040308,8,0.89,1.0225,0.36,1.2,0.0,1.1,-0.1
20040309,8,0.95,1.0184,0.43,0.41,0.0,2.2,1.2
20040310,8,0.87,1.0237,0.44,0.01,0.0,3.7,2.2
20040311,8,0.78,1.0263,0.62,0.0,0.0,5.9,2.9
20040312,6,0.63,1.026,1.32,0.0,3.8,8.9,5.8
20040313,7,0.7,1.0291,1.01,0.0,1.2,9.2,6.2
20040314,7,0.71,1.0308,0.76,0.0,0.4,10.1,6.5
20040315,1,0.68,1.0329,1.88,0.0,9.4,14.3,8.8
20040316,5,0.58,1.0326,1.24,0.0,4.2,17.6,12.0
20040317,2,0.55,1.0289,1.87,0.0,10.5,20.1,15.5
20040318,0,0.6,1.0271,1.88,0.0,10.4,22.4,14.7
20040319,5,0.55,1.0214,1.89,0.0,8.1,21.5,15.0
20040320,6,0.52,1.0165,1.09,0.0,2.3,17.6,15.0
20040321,6,0.6,1.01,1.23,0.0,1.0,18.2,14.2
20040322,8,0.59,1.0123,0.88,0.0,0.4,14.7,10.3
20040323,8,0.81,1.0087,0.42,0.87,0.0,10.7,8.7
20040324,8,0.9,0.999,0.3,1.73,0.0,11.9,9.8
20040325,7,0.84,0.9999,0.27,0.03,0.0,8.8,4.3
20040326,8,0.83,1.0097,0.43,0.62,0.0,4.4,2.9
20040327,8,0.88,1.0139,0.58,0.39,0.0,4.1,2.9
20040328,7,0.73,1.0179,0.84,0.0,1.6,5.4,3.4
20040329,5,0.63,1.0238,1.28,0.0,5.0,9.2,5.6
20040330,7,0.61,1.0255,1.39,0.0,4.3,10.2,7.7
20040331,6,0.57,1.0219,1.43,0.0,3.8,13.4,9.7
20040401,7,0.57,1.0169,0.81,0.0,0.2,14.3,11.2
20040402,1,0.35,1.0212,2.44,0.0,11.2,15.6,11.3
20040403,6,0.39,1.0238,1.5,0.0,4.1,17.2,11.6
20040404,7,0.5,1.0227,1.49,0.0,3.1,18.0,13.4
20040405,7,0.7,1.0157,1.03,0.13,1.2,15.7,11.6
20040406,8,0.67,1.0099,1.36,1.13,2.6,12.6,9.6
20040407,7,0.7,1.0033,1.11,0.0,2.0,10.6,8.2
20040408,3,0.57,1.0119,1.71,0.0,8.8,13.0,8.3
20040409,6,0.5,1.014,1.59,0.0,6.7,14.2,10.3
20040410,8,0.59,1.0106,0.78,0.04,0.0,13.4,10.7
20040411,7,0.72,1.0118,0.92,0.0,1.0,14.7,11.0
20040412,6,0.61,1.0172,1.48,0.0,1.8,14.7,10.3
20040413,8,0.61,1.0123,0.62,0.55,0.9,15.0,10.5
20040414,7,0.65,1.016,0.65,0.0,1.2,12.8,9.9
20040415,4,0.59,1.0266,2.24,0.0,8.8,15.6,10.8
20040416,7,0.61,1.0224,1.85,1.39,5.9,17.4,12.7
20040417,8,0.93,1.0114,0.45,0.91,0.0,13.3,10.5
20040418,7,0.86,1.0038,1.19,0.01,1.0,15.8,12.4
20040419,6,0.65,1.0019,1.36,0.07,5.1,15.4,12.9
20040420,6,0.54,1.0058,1.59,0.0,2.1,17.8,14.4
20040421,5,0.69,1.0147,1.87,0.72,7.1,21.2,14.7
20040422,5,0.59,1.0143,2.52,0.0,7.9,22.2,16.0
20040423,4,0.49,1.0123,2.52,0.0,12.1,24.5,18.1
20040424,8,0.64,1.0148,0.71,0.13,1.2,20.5,12.3
20040425,7,0.69,1.0176,1.47,0.14,1.4,14.8,10.8
20040426,7,0.55,1.0195,1.34,0.0,2.9,17.4,13.4
20040427,3,0.43,1.0173,2.44,0.0,7.0,18.6,13.6
